Cluster name	Count - Sequences
7182_Tm=49.3_pH=7.0	1
7181_Tm=50.9_pH=7.0	1
7180_Tm=48.8_pH=7.0	1
718_Tm=50.7_pH=7.0	1
7179_Tm=46.7_pH=7.0	1
7177_Tm=50.1_pH=7.0	1
7176_Tm=47.1_pH=7.0	1
7175_Tm=47.3_pH=7.0	1
7174_Tm=49.5_pH=7.0	1
7173_Tm=41.8_pH=7.0	1
717_Tm=44.4_pH=7.0	1
7167_Tm=50.4_pH=7.0	1
7166_Tm=57.6_pH=7.0	1
7165_Tm=54.5_pH=7.0	1
7164_Tm=44.2_pH=7.0	1
7162_Tm=83.4_pH=7.0	1
7161_Tm=48.9_pH=7.0	1
7160_Tm=59.4_pH=7.0	1
716_Tm=46.2_pH=7.0	1
7159_Tm=48.5_pH=7.0	1
7158_Tm=49.7_pH=7.0	1
7157_Tm=50.7_pH=7.0	1
7156_Tm=52.8_pH=7.0	1
7155_Tm=51.4_pH=7.0	1
7154_Tm=52.5_pH=7.0	1
7153_Tm=48.9_pH=7.0	1
7152_Tm=49.9_pH=7.0	1
7151_Tm=54.2_pH=7.0	1
7150_Tm=43.9_pH=7.0	1
715_Tm=53.8_pH=7.0	1
7149_Tm=97.5_pH=7.0	1
7148_Tm=52.3_pH=7.0	1
7147_Tm=63.6_pH=7.0	1
7146_Tm=66.8_pH=7.0	1
7145_Tm=53.7_pH=7.0	1
7144_Tm=63.7_pH=7.0	1
7143_Tm=46.5_pH=7.0	1
7142_Tm=38.7_pH=7.0	1
7141_Tm=42.3_pH=7.0	1
7140_Tm=51.7_pH=7.0	1
714_Tm=40.0_pH=7.0	1
7139_Tm=50.0_pH=7.0	1
7138_Tm=46.3_pH=7.0	1
7137_Tm=40.8_pH=7.0	1
7136_Tm=86.3_pH=7.0	1
7135_Tm=44.8_pH=7.0	1
7134_Tm=38.2_pH=7.0	1
7133_Tm=42.7_pH=7.0	1
7132_Tm=51.8_pH=7.0	1
7131_Tm=61.5_pH=7.0	1
7130_Tm=42.7_pH=7.0	1
713_Tm=62.3_pH=7.0	1
7129_Tm=46.1_pH=7.0	1
7126_Tm=46.2_pH=7.0	1
7125_Tm=38.5_pH=7.0	1
7124_Tm=40.1_pH=7.0	1
7123_Tm=74.4_pH=7.0	1
7122_Tm=40.3_pH=7.0	1
7121_Tm=42.6_pH=7.0	1
7120_Tm=54.6_pH=7.0	1
712_Tm=43.4_pH=7.0	1
7119_Tm=53.6_pH=7.0	1
7118_Tm=48.8_pH=7.0	1
7117_Tm=50.8_pH=7.0	1
7116_Tm=42.2_pH=7.0	1
7115_Tm=45.0_pH=7.0	1
7114_Tm=46.3_pH=7.0	1
7112_Tm=48.4_pH=7.0	1
7111_Tm=51.1_pH=7.0	1
7110_Tm=48.8_pH=7.0	1
711_Tm=57.7_pH=7.0	1
7109_Tm=46.1_pH=7.0	1
7108_Tm=42.8_pH=7.0	1
7107_Tm=47.4_pH=7.0	1
7106_Tm=45.0_pH=7.0	1
7105_Tm=41.5_pH=7.0	1
7104_Tm=38.8_pH=7.0	1
7103_Tm=43.9_pH=7.0	1
7102_Tm=41.3_pH=7.0	1
7101_Tm=80.3_pH=7.0	1
7100_Tm=37.6_pH=7.0	1
710_Tm=51.0_pH=7.0	1
7099_Tm=88.6_pH=7.0	1
7098_Tm=80.3_pH=7.0	1
7097_Tm=78.1_pH=7.0	1
7096_Tm=45.7_pH=7.0	1
7094_Tm=42.4_pH=7.0	1
7093_Tm=45.4_pH=7.0	1
7092_Tm=38.3_pH=7.0	1
7091_Tm=59.2_pH=7.0	1
7090_Tm=48.3_pH=7.0	1
709_Tm=61.5_pH=7.0	1
7089_Tm=63.5_pH=7.0	1
7088_Tm=48.7_pH=7.0	1
7087_Tm=36.6_pH=7.0	1
7086_Tm=39.6_pH=7.0	1
7085_Tm=47.0_pH=7.0	1
7084_Tm=45.0_pH=7.0	1
7083_Tm=52.5_pH=7.0	1
7082_Tm=47.5_pH=7.0	1
7081_Tm=55.4_pH=7.0	1
7080_Tm=50.8_pH=7.0	1
708_Tm=79.6_pH=7.0	1
7079_Tm=54.1_pH=7.0	1
7078_Tm=42.7_pH=7.0	1
7077_Tm=66.9_pH=7.0	1
7076_Tm=52.7_pH=7.0	1
7073_Tm=53.3_pH=7.0	1
7072_Tm=46.3_pH=7.0	1
7071_Tm=52.6_pH=7.0	1
7070_Tm=43.2_pH=7.0	1
707_Tm=39.6_pH=7.0	1
7069_Tm=41.7_pH=7.0	1
7068_Tm=50.6_pH=7.0	1
7067_Tm=47.6_pH=7.0	1
7066_Tm=44.6_pH=7.0	1
7065_Tm=43.7_pH=7.0	1
7064_Tm=48.7_pH=7.0	1
7061_Tm=39.4_pH=7.0	1
7060_Tm=48.7_pH=7.0	1
706_Tm=60.2_pH=7.0	1
7059_Tm=43.7_pH=7.0	1
7057_Tm=37.0_pH=7.0	1
7056_Tm=48.0_pH=7.0	1
7055_Tm=48.2_pH=7.0	1
7054_Tm=47.7_pH=7.0	1
7053_Tm=51.6_pH=7.0	1
7052_Tm=55.2_pH=7.0	1
705_Tm=45.0_pH=7.0	1
7049_Tm=47.6_pH=7.0	1
7048_Tm=62.9_pH=7.0	1
7047_Tm=45.7_pH=7.0	1
7046_Tm=45.1_pH=7.0	1
7045_Tm=52.0_pH=7.0	1
7044_Tm=40.3_pH=7.0	1
7043_Tm=40.8_pH=7.0	1
7042_Tm=71.5_pH=7.0	1
7041_Tm=46.2_pH=7.0	1
7040_Tm=40.1_pH=7.0	1
704_Tm=44.4_pH=7.0	1
7037_Tm=86.9_pH=7.0	1
7036_Tm=57.5_pH=7.0	1
7035_Tm=50.3_pH=7.0	1
7034_Tm=44.7_pH=7.0	1
7033_Tm=44.7_pH=7.0	1
7032_Tm=39.7_pH=7.0	1
7031_Tm=49.6_pH=7.0	1
703_Tm=43.9_pH=7.0	1
7029_Tm=42.1_pH=7.0	1
7028_Tm=52.3_pH=7.0	1
7027_Tm=53.5_pH=7.0	1
7026_Tm=51.7_pH=7.0	1
7025_Tm=50.5_pH=7.0	1
7024_Tm=49.7_pH=7.0	1
7023_Tm=45.4_pH=7.0	1
7022_Tm=87.6_pH=7.0	1
7021_Tm=50.6_pH=7.0	1
702_Tm=43.4_pH=7.0	1
7018_Tm=47.5_pH=7.0	1
7017_Tm=50.9_pH=7.0	1
7016_Tm=44.4_pH=7.0	1
7015_Tm=40.4_pH=7.0	1
7014_Tm=48.7_pH=7.0	1
7013_Tm=40.3_pH=7.0	1
7012_Tm=69.1_pH=7.0	1
7011_Tm=46.9_pH=7.0	1
7010_Tm=48.9_pH=7.0	1
701_Tm=45.4_pH=7.0	1
7009_Tm=51.2_pH=7.0	1
7008_Tm=37.4_pH=7.0	1
7007_Tm=38.9_pH=7.0	1
7006_Tm=45.0_pH=7.0	1
7005_Tm=55.4_pH=7.0	1
7004_Tm=45.9_pH=7.0	1
7003_Tm=76.9_pH=7.0	1
7002_Tm=86.6_pH=7.0	1
7000_Tm=55.1_pH=7.0	1
700_Tm=49.8_pH=7.0	1
7_Tm=55.9_pH=7.0	1
6999_Tm=45.9_pH=7.0	1
6998_Tm=34.0_pH=7.0	1
6997_Tm=74.8_pH=7.0	1
6996_Tm=94.6_pH=7.0	1
6995_Tm=72.9_pH=7.0	1
6994_Tm=44.3_pH=7.0	1
6993_Tm=55.9_pH=7.0	1
6992_Tm=44.2_pH=7.0	1
6991_Tm=45.3_pH=7.0	1
699_Tm=65.5_pH=7.0	1
6988_Tm=39.7_pH=7.0	1
6987_Tm=40.0_pH=7.0	1
6986_Tm=40.6_pH=7.0	1
6984_Tm=90.2_pH=7.0	1
6983_Tm=49.7_pH=7.0	1
6982_Tm=47.6_pH=7.0	1
6981_Tm=48.1_pH=7.0	1
6980_Tm=50.0_pH=7.0	1
698_Tm=52.9_pH=7.0	1
6979_Tm=48.0_pH=7.0	1
6978_Tm=44.9_pH=7.0	1
6977_Tm=48.7_pH=7.0	1
6976_Tm=50.7_pH=7.0	1
6975_Tm=48.6_pH=7.0	1
6974_Tm=48.8_pH=7.0	1
6973_Tm=45.8_pH=7.0	1
6972_Tm=41.6_pH=7.0	1
6971_Tm=49.6_pH=7.0	1
6970_Tm=51.7_pH=7.0	1
697_Tm=53.0_pH=7.0	1
6967_Tm=49.7_pH=7.0	1
6966_Tm=53.7_pH=7.0	1
6965_Tm=49.8_pH=7.0	1
6964_Tm=43.0_pH=7.0	1
6963_Tm=54.1_pH=7.0	1
6962_Tm=38.2_pH=7.0	1
6961_Tm=66.2_pH=7.0	1
6960_Tm=46.5_pH=7.0	1
696_Tm=47.4_pH=7.0	1
6959_Tm=44.0_pH=7.0	1
6958_Tm=47.9_pH=7.0	1
6957_Tm=50.0_pH=7.0	1
6956_Tm=52.0_pH=7.0	1
6955_Tm=51.5_pH=7.0	1
6954_Tm=51.4_pH=7.0	1
6953_Tm=91.3_pH=7.0	1
6952_Tm=43.5_pH=7.0	1
6951_Tm=48.4_pH=7.0	1
6950_Tm=52.3_pH=7.0	1
695_Tm=58.8_pH=7.0	1
6949_Tm=52.9_pH=7.0	1
6948_Tm=36.7_pH=7.0	1
6947_Tm=43.6_pH=7.0	1
6946_Tm=48.4_pH=7.0	1
6945_Tm=51.5_pH=7.0	1
6944_Tm=46.5_pH=7.0	1
6943_Tm=54.1_pH=7.0	1
6942_Tm=50.0_pH=7.0	1
6941_Tm=45.4_pH=7.0	1
6940_Tm=49.5_pH=7.0	1
694_Tm=45.1_pH=7.0	1
6939_Tm=42.6_pH=7.0	1
6938_Tm=39.9_pH=7.0	1
6937_Tm=35.6_pH=7.0	1
6936_Tm=59.9_pH=7.0	1
6935_Tm=43.7_pH=7.0	1
6934_Tm=56.1_pH=7.0	1
6933_Tm=51.3_pH=7.0	1
6932_Tm=49.0_pH=7.0	1
6931_Tm=44.3_pH=7.0	1
6930_Tm=40.6_pH=7.0	1
693_Tm=45.5_pH=7.0	1
6929_Tm=40.2_pH=7.0	1
6928_Tm=40.9_pH=7.0	1
6927_Tm=46.0_pH=7.0	1
6926_Tm=46.8_pH=7.0	1
6925_Tm=36.8_pH=7.0	1
6924_Tm=65.2_pH=7.0	1
6923_Tm=49.4_pH=7.0	1
692_Tm=45.6_pH=7.0	1
6918_Tm=44.7_pH=7.0	1
6917_Tm=51.3_pH=7.0	1
6916_Tm=47.1_pH=7.0	1
6915_Tm=46.7_pH=7.0	1
6914_Tm=65.8_pH=7.0	1
6913_Tm=54.1_pH=7.0	1
6912_Tm=36.1_pH=7.0	1
6911_Tm=47.5_pH=7.0	1
6910_Tm=66.1_pH=7.0	1
691_Tm=45.4_pH=7.0	1
6909_Tm=53.6_pH=7.0	1
6908_Tm=39.4_pH=7.0	1
6907_Tm=48.7_pH=7.0	1
6906_Tm=47.2_pH=7.0	1
6905_Tm=43.8_pH=7.0	1
6904_Tm=44.2_pH=7.0	1
6903_Tm=49.6_pH=7.0	1
6902_Tm=38.7_pH=7.0	1
6901_Tm=39.9_pH=7.0	1
6900_Tm=48.6_pH=7.0	1
690_Tm=39.7_pH=7.0	1
6899_Tm=44.0_pH=7.0	1
6898_Tm=58.4_pH=7.0	1
6897_Tm=70.7_pH=7.0	1
6895_Tm=62.3_pH=7.0	1
6894_Tm=39.7_pH=7.0	1
6893_Tm=38.7_pH=7.0	1
6892_Tm=49.6_pH=7.0	1
6891_Tm=40.7_pH=7.0	1
6890_Tm=48.3_pH=7.0	1
689_Tm=52.6_pH=7.0	1
6889_Tm=57.5_pH=7.0	1
6888_Tm=47.6_pH=7.0	1
6887_Tm=49.8_pH=7.0	1
6886_Tm=38.1_pH=7.0	1
6885_Tm=49.8_pH=7.0	1
6884_Tm=50.3_pH=7.0	1
6883_Tm=36.1_pH=7.0	1
6882_Tm=44.6_pH=7.0	1
6881_Tm=50.8_pH=7.0	1
6880_Tm=36.7_pH=7.0	1
688_Tm=47.6_pH=7.0	1
6879_Tm=48.2_pH=7.0	1
6877_Tm=41.2_pH=7.0	1
6876_Tm=40.6_pH=7.0	1
6875_Tm=48.1_pH=7.0	1
6874_Tm=47.4_pH=7.0	1
6873_Tm=46.1_pH=7.0	1
6871_Tm=48.8_pH=7.0	1
6870_Tm=45.2_pH=7.0	1
687_Tm=51.3_pH=7.0	1
6869_Tm=42.9_pH=7.0	1
6868_Tm=45.5_pH=7.0	1
6867_Tm=52.4_pH=7.0	1
6866_Tm=97.9_pH=7.0	1
6864_Tm=50.0_pH=7.0	1
6863_Tm=35.3_pH=7.0	1
6861_Tm=46.3_pH=7.0	1
6860_Tm=41.6_pH=7.0	1
686_Tm=50.8_pH=7.0	1
6859_Tm=46.1_pH=7.0	1
6858_Tm=47.0_pH=7.0	1
6857_Tm=49.1_pH=7.0	1
6856_Tm=42.4_pH=7.0	1
6855_Tm=46.8_pH=7.0	1
6854_Tm=46.1_pH=7.0	1
6853_Tm=56.9_pH=7.0	1
6852_Tm=35.8_pH=7.0	1
6851_Tm=44.8_pH=7.0	1
6850_Tm=39.1_pH=7.0	1
685_Tm=50.5_pH=7.0	1
6849_Tm=49.7_pH=7.0	1
6848_Tm=43.5_pH=7.0	1
6847_Tm=50.6_pH=7.0	1
6846_Tm=48.4_pH=7.0	1
6845_Tm=52.2_pH=7.0	1
6844_Tm=34.3_pH=7.0	1
6843_Tm=45.2_pH=7.0	1
6842_Tm=38.6_pH=7.0	1
6841_Tm=49.1_pH=7.0	1
6840_Tm=48.1_pH=7.0	1
684_Tm=47.5_pH=7.0	1
6839_Tm=47.1_pH=7.0	1
6838_Tm=51.0_pH=7.0	1
6837_Tm=39.6_pH=7.0	1
6836_Tm=50.7_pH=7.0	1
6835_Tm=55.5_pH=7.0	1
6834_Tm=48.7_pH=7.0	1
6833_Tm=48.5_pH=7.0	1
6832_Tm=40.0_pH=7.0	1
6831_Tm=46.1_pH=7.0	1
6830_Tm=44.5_pH=7.0	1
683_Tm=73.2_pH=7.0	1
6829_Tm=54.1_pH=7.0	1
6828_Tm=47.8_pH=7.0	1
6827_Tm=46.8_pH=7.0	1
6826_Tm=45.8_pH=7.0	1
6825_Tm=52.7_pH=7.0	1
6824_Tm=37.6_pH=7.0	1
6823_Tm=37.7_pH=7.0	1
6822_Tm=45.5_pH=7.0	1
6821_Tm=50.0_pH=7.0	1
6820_Tm=55.5_pH=7.0	1
682_Tm=73.7_pH=7.0	1
6817_Tm=50.6_pH=7.0	1
6816_Tm=43.4_pH=7.0	1
6815_Tm=44.7_pH=7.0	1
6814_Tm=49.7_pH=7.0	1
6813_Tm=42.0_pH=7.0	1
6812_Tm=45.7_pH=7.0	1
6811_Tm=54.9_pH=7.0	1
6810_Tm=51.8_pH=7.0	1
681_Tm=73.0_pH=7.0	1
6809_Tm=41.9_pH=7.0	1
6808_Tm=49.8_pH=7.0	1
6807_Tm=49.6_pH=7.0	1
6806_Tm=48.8_pH=7.0	1
6805_Tm=61.7_pH=7.0	1
6804_Tm=64.4_pH=7.0	1
6802_Tm=47.9_pH=7.0	1
680_Tm=54.9_pH=7.0	1
68_Tm=44.2_pH=7.0	1
6798_Tm=46.0_pH=7.0	1
6797_Tm=39.7_pH=7.0	1
6796_Tm=45.4_pH=7.0	1
6795_Tm=51.2_pH=7.0	1
6794_Tm=47.6_pH=7.0	1
6793_Tm=49.9_pH=7.0	1
6792_Tm=55.8_pH=7.0	1
6791_Tm=77.4_pH=7.0	1
6790_Tm=41.6_pH=7.0	1
679_Tm=82.2_pH=7.0	1
6789_Tm=49.0_pH=7.0	1
6788_Tm=56.8_pH=7.0	1
6785_Tm=42.3_pH=7.0	1
6784_Tm=48.6_pH=7.0	1
6783_Tm=39.5_pH=7.0	1
6782_Tm=37.8_pH=7.0	1
6781_Tm=41.0_pH=7.0	1
6780_Tm=39.3_pH=7.0	1
678_Tm=40.4_pH=7.0	1
6775_Tm=55.4_pH=7.0	1
6774_Tm=46.3_pH=7.0	1
6773_Tm=49.9_pH=7.0	1
6772_Tm=41.5_pH=7.0	1
6771_Tm=41.9_pH=7.0	1
6770_Tm=52.1_pH=7.0	1
677_Tm=38.9_pH=7.0	1
6769_Tm=43.1_pH=7.0	1
6768_Tm=45.6_pH=7.0	1
6767_Tm=47.5_pH=7.0	1
6766_Tm=49.6_pH=7.0	1
6765_Tm=45.9_pH=7.0	1
6760_Tm=46.5_pH=7.0	1
676_Tm=44.3_pH=7.0	1
6759_Tm=37.0_pH=7.0	1
6758_Tm=57.8_pH=7.0	1
6757_Tm=50.5_pH=7.0	1
6756_Tm=37.0_pH=7.0	1
6753_Tm=68.2_pH=7.0	1
6752_Tm=59.1_pH=7.0	1
6750_Tm=56.7_pH=7.0	1
675_Tm=95.1_pH=7.0	1
6749_Tm=49.6_pH=7.0	1
6748_Tm=50.7_pH=7.0	1
6747_Tm=44.3_pH=7.0	1
6746_Tm=46.6_pH=7.0	1
6745_Tm=46.4_pH=7.0	1
6744_Tm=59.4_pH=7.0	1
6743_Tm=47.5_pH=7.0	1
6742_Tm=43.1_pH=7.0	1
6741_Tm=47.7_pH=7.0	1
6740_Tm=49.5_pH=7.0	1
674_Tm=44.2_pH=7.0	1
6739_Tm=56.4_pH=7.0	1
6738_Tm=45.6_pH=7.0	1
6737_Tm=42.7_pH=7.0	1
6736_Tm=40.2_pH=7.0	1
6735_Tm=40.3_pH=7.0	1
6734_Tm=42.2_pH=7.0	1
6731_Tm=55.6_pH=7.0	1
6730_Tm=50.5_pH=7.0	1
673_Tm=51.7_pH=7.0	1
6729_Tm=43.3_pH=7.0	1
6728_Tm=51.3_pH=7.0	1
6727_Tm=42.0_pH=7.0	1
6725_Tm=44.5_pH=7.0	1
6724_Tm=43.5_pH=7.0	1
6723_Tm=45.1_pH=7.0	1
6722_Tm=67.1_pH=7.0	1
6721_Tm=45.1_pH=7.0	1
6720_Tm=35.4_pH=7.0	1
672_Tm=51.2_pH=7.0	1
6719_Tm=44.3_pH=7.0	1
6718_Tm=50.1_pH=7.0	1
6717_Tm=42.2_pH=7.0	1
6716_Tm=38.5_pH=7.0	1
6715_Tm=79.3_pH=7.0	1
6714_Tm=44.0_pH=7.0	1
6713_Tm=50.0_pH=7.0	1
6712_Tm=51.0_pH=7.0	1
6711_Tm=45.4_pH=7.0	1
6710_Tm=41.4_pH=7.0	1
671_Tm=48.9_pH=7.0	1
6709_Tm=40.3_pH=7.0	1
6708_Tm=46.7_pH=7.0	1
6707_Tm=32.4_pH=7.0	1
6706_Tm=38.6_pH=7.0	1
6705_Tm=50.8_pH=7.0	1
6704_Tm=51.3_pH=7.0	1
6703_Tm=48.4_pH=7.0	1
6702_Tm=52.5_pH=7.0	1
6701_Tm=50.2_pH=7.0	1
670_Tm=47.7_pH=7.0	1
67_Tm=62.3_pH=7.0	1
6699_Tm=49.2_pH=7.0	1
6698_Tm=46.4_pH=7.0	1
6697_Tm=52.5_pH=7.0	1
6696_Tm=38.4_pH=7.0	1
6695_Tm=46.8_pH=7.0	1
6694_Tm=38.6_pH=7.0	1
6693_Tm=63.5_pH=7.0	1
6692_Tm=48.3_pH=7.0	1
6691_Tm=53.4_pH=7.0	1
6690_Tm=60.1_pH=7.0	1
669_Tm=57.4_pH=7.0	1
6689_Tm=55.1_pH=7.0	1
668_Tm=91.7_pH=7.0	1
6678_Tm=57.8_pH=7.0	1
6677_Tm=45.9_pH=7.0	1
6676_Tm=50.3_pH=7.0	1
6675_Tm=41.1_pH=7.0	1
6674_Tm=44.0_pH=7.0	1
6673_Tm=54.9_pH=7.0	1
6672_Tm=49.5_pH=7.0	1
6671_Tm=51.7_pH=7.0	1
6670_Tm=61.4_pH=7.0	1
667_Tm=39.9_pH=7.0	1
6669_Tm=54.4_pH=7.0	1
6668_Tm=37.2_pH=7.0	1
6667_Tm=48.1_pH=7.0	1
6666_Tm=38.5_pH=7.0	1
6665_Tm=44.0_pH=7.0	1
6664_Tm=48.0_pH=7.0	1
6663_Tm=54.0_pH=7.0	1
666_Tm=45.8_pH=7.0	1
6652_Tm=38.6_pH=7.0	1
6651_Tm=44.0_pH=7.0	1
6650_Tm=55.4_pH=7.0	1
665_Tm=39.2_pH=7.0	1
6649_Tm=40.7_pH=7.0	1
6648_Tm=52.5_pH=7.0	1
6647_Tm=43.7_pH=7.0	1
6646_Tm=53.3_pH=7.0	1
6645_Tm=71.1_pH=7.0	1
6644_Tm=45.3_pH=7.0	1
6641_Tm=49.5_pH=7.0	1
6640_Tm=49.9_pH=7.0	1
664_Tm=51.1_pH=7.0	1
6639_Tm=47.1_pH=7.0	1
6638_Tm=48.4_pH=7.0	1
6637_Tm=49.6_pH=7.0	1
6636_Tm=49.6_pH=7.0	1
6633_Tm=49.0_pH=7.0	1
6630_Tm=41.1_pH=7.0	1
663_Tm=42.3_pH=7.0	1
6629_Tm=53.5_pH=7.0	1
6627_Tm=55.1_pH=7.0	1
6626_Tm=39.9_pH=7.0	1
6625_Tm=54.4_pH=7.0	1
6624_Tm=47.7_pH=7.0	1
6623_Tm=49.8_pH=7.0	1
6622_Tm=45.4_pH=7.0	1
6621_Tm=39.2_pH=7.0	1
6620_Tm=36.9_pH=7.0	1
662_Tm=40.3_pH=7.0	1
6619_Tm=48.1_pH=7.0	1
6618_Tm=49.7_pH=7.0	1
6617_Tm=57.1_pH=7.0	1
6616_Tm=45.7_pH=7.0	1
6615_Tm=51.8_pH=7.0	1
6614_Tm=46.4_pH=7.0	1
6613_Tm=52.3_pH=7.0	1
6612_Tm=52.5_pH=7.0	1
6611_Tm=38.8_pH=7.0	1
6610_Tm=43.5_pH=7.0	1
661_Tm=50.0_pH=7.0	1
6609_Tm=52.2_pH=7.0	1
6607_Tm=39.6_pH=7.0	1
6606_Tm=74.6_pH=7.0	1
6605_Tm=49.9_pH=7.0	1
6604_Tm=42.3_pH=7.0	1
6603_Tm=47.7_pH=7.0	1
6602_Tm=45.8_pH=7.0	1
6601_Tm=43.1_pH=7.0	1
6600_Tm=56.3_pH=7.0	1
660_Tm=53.8_pH=7.0	1
66_Tm=48.3_pH=7.0	1
6598_Tm=47.0_pH=7.0	1
6597_Tm=39.7_pH=7.0	1
6596_Tm=53.9_pH=7.0	1
6595_Tm=45.8_pH=7.0	1
6594_Tm=43.0_pH=7.0	1
6593_Tm=46.4_pH=7.0	1
6592_Tm=47.5_pH=7.0	1
6591_Tm=54.4_pH=7.0	1
6590_Tm=44.9_pH=7.0	1
659_Tm=50.1_pH=7.0	1
6589_Tm=47.7_pH=7.0	1
6588_Tm=47.0_pH=7.0	1
6587_Tm=50.9_pH=7.0	1
6586_Tm=45.5_pH=7.0	1
6585_Tm=41.2_pH=7.0	1
6584_Tm=53.0_pH=7.0	1
6583_Tm=49.8_pH=7.0	1
6582_Tm=52.9_pH=7.0	1
6581_Tm=49.9_pH=7.0	1
6580_Tm=41.3_pH=7.0	1
658_Tm=45.1_pH=7.0	1
6579_Tm=49.0_pH=7.0	1
6578_Tm=48.1_pH=7.0	1
6577_Tm=51.6_pH=7.0	1
6576_Tm=49.4_pH=7.0	1
6575_Tm=51.9_pH=7.0	1
6574_Tm=48.5_pH=7.0	1
6573_Tm=35.4_pH=7.0	1
6572_Tm=43.0_pH=7.0	1
6571_Tm=50.5_pH=7.0	1
6570_Tm=25.0_pH=7.5	1
657_Tm=42.5_pH=7.0	1
6569_Tm=49.1_pH=7.0	1
6567_Tm=42.0_pH=7.0	1
6566_Tm=51.4_pH=7.0	1
6564_Tm=47.7_pH=7.0	1
6563_Tm=44.4_pH=7.0	1
6562_Tm=44.3_pH=7.0	1
6561_Tm=42.0_pH=7.0	1
656_Tm=52.7_pH=7.0	1
6559_Tm=43.8_pH=7.0	1
6558_Tm=43.5_pH=7.0	1
6557_Tm=53.8_pH=7.0	1
6556_Tm=55.9_pH=7.0	1
6555_Tm=51.4_pH=7.0	1
6554_Tm=53.5_pH=7.0	1
6553_Tm=45.8_pH=7.0	1
6552_Tm=51.3_pH=7.0	1
6551_Tm=50.0_pH=7.0	1
6550_Tm=54.5_pH=7.0	1
655_Tm=62.9_pH=7.0	1
6549_Tm=42.4_pH=7.0	1
6548_Tm=38.9_pH=7.0	1
6547_Tm=51.2_pH=7.0	1
6546_Tm=44.9_pH=7.0	1
6545_Tm=50.3_pH=7.0	1
6544_Tm=56.3_pH=7.0	1
6543_Tm=53.8_pH=7.0	1
6542_Tm=53.6_pH=7.0	1
6541_Tm=50.6_pH=7.0	1
6540_Tm=48.1_pH=7.0	1
654_Tm=45.6_pH=7.0	1
6539_Tm=52.9_pH=7.0	1
6538_Tm=49.7_pH=7.0	1
6537_Tm=48.1_pH=7.0	1
6536_Tm=60.7_pH=7.0	1
6535_Tm=45.0_pH=7.0	1
6534_Tm=37.8_pH=7.0	1
6533_Tm=44.4_pH=7.0	1
6532_Tm=49.0_pH=7.0	1
6531_Tm=41.5_pH=7.0	1
6530_Tm=43.9_pH=7.0	1
653_Tm=46.3_pH=7.0	1
6529_Tm=41.2_pH=7.0	1
6528_Tm=47.7_pH=7.0	1
6527_Tm=46.2_pH=7.0	1
6526_Tm=44.3_pH=7.0	1
6525_Tm=51.3_pH=7.0	1
6524_Tm=40.2_pH=7.0	1
6523_Tm=39.9_pH=7.0	1
6522_Tm=42.2_pH=7.0	1
6521_Tm=57.0_pH=7.0	1
6520_Tm=52.2_pH=7.0	1
652_Tm=62.4_pH=7.0	1
6519_Tm=40.2_pH=7.0	1
6518_Tm=38.4_pH=7.0	1
6517_Tm=47.3_pH=7.0	1
6516_Tm=48.4_pH=7.0	1
6515_Tm=51.1_pH=7.0	1
6514_Tm=37.8_pH=7.0	1
6513_Tm=46.1_pH=7.0	1
6512_Tm=76.4_pH=7.0	1
6511_Tm=36.4_pH=7.0	1
6510_Tm=43.9_pH=7.0	1
651_Tm=53.8_pH=7.0	1
6509_Tm=49.6_pH=7.0	1
6508_Tm=57.4_pH=7.0	1
6507_Tm=55.8_pH=7.0	1
6506_Tm=41.8_pH=7.0	1
6505_Tm=47.0_pH=7.0	1
6504_Tm=44.0_pH=7.0	1
6503_Tm=45.8_pH=7.0	1
6502_Tm=60.6_pH=7.0	1
6501_Tm=47.7_pH=7.0	1
6500_Tm=45.4_pH=7.0	1
650_Tm=48.9_pH=7.0	1
6499_Tm=39.5_pH=7.0	1
6496_Tm=41.2_pH=7.0	1
6495_Tm=47.7_pH=7.0	1
6494_Tm=46.4_pH=7.0	1
6493_Tm=44.7_pH=7.0	1
6492_Tm=51.6_pH=7.0	1
6491_Tm=38.6_pH=7.0	1
6490_Tm=50.7_pH=7.0	1
649_Tm=50.2_pH=7.0	1
6489_Tm=42.4_pH=7.0	1
6488_Tm=51.2_pH=7.0	1
6487_Tm=46.8_pH=7.0	1
6486_Tm=47.9_pH=7.0	1
6485_Tm=45.7_pH=7.0	1
6484_Tm=40.7_pH=7.0	1
6483_Tm=45.5_pH=7.0	1
6482_Tm=33.7_pH=7.0	1
6481_Tm=50.2_pH=7.0	1
6480_Tm=38.4_pH=7.0	1
648_Tm=38.8_pH=7.0	1
6479_Tm=42.8_pH=7.0	1
6478_Tm=52.6_pH=7.0	1
6477_Tm=39.7_pH=7.0	1
6476_Tm=41.1_pH=7.0	1
6475_Tm=45.6_pH=7.0	1
6474_Tm=46.9_pH=7.0	1
6473_Tm=53.4_pH=7.0	1
6471_Tm=50.5_pH=7.0	1
6470_Tm=45.6_pH=7.0	1
647_Tm=47.8_pH=7.0	1
6469_Tm=42.9_pH=7.0	1
6468_Tm=46.2_pH=7.0	1
6467_Tm=48.2_pH=7.0	1
6464_Tm=66.3_pH=7.0	1
6463_Tm=46.8_pH=7.0	1
6462_Tm=49.0_pH=7.0	1
6461_Tm=51.2_pH=7.0	1
6460_Tm=47.9_pH=7.0	1
646_Tm=49.7_pH=7.0	1
6459_Tm=48.3_pH=7.0	1
