,e_angle,e_bond,e_dihedral,e_gb,e_elec,e_elec14,e_vdw,e_vdw14,e_tot
4716,2090.95,355.505,5543.63,-6775.82,-20616.4,12946.5,-1903.46,1072.37,-7286.72
4717,19425.5,8013.11,13290.5,-12903.6,-35238.3,21394.9,6025.29,3461.32,23468.6
4718,89363.6,49570.4,27688.8,-11906.3,-65571.9,47690.5,89891.9,19455.7,246183.0
4719,1557.51,654.446,4689.97,-6547.75,-20085.7,11806.3,-2417.33,1140.77,-9201.79
4720,1225.49,324.903,4537.64,-6131.96,-20498.4,11681.1,-2228.42,1037.63,-10052.0
4721,483.705,91.7189,1785.85,-2625.73,-9168.44,5423.55,-1068.56,455.507,-4622.41
4722,246033.0,450135.0,34975.7,-26434.7,-58152.2,51741.5,276155.0,79221.9,1053680.0
4723,3619.54,3049.7,6494.77,-6657.99,-28845.0,18428.3,-1497.95,1576.73,-3831.96
4724,526.661,136.876,1980.66,-4211.12,-7598.75,4921.51,-796.641,467.619,-4573.19
4725,1641.97,361.102,4226.82,-5114.22,-12861.9,8595.88,-981.926,792.879,-3339.4
4726,571.643,132.324,1539.78,-2049.8,-7069.4,4528.3,-606.066,312.312,-2640.91
4727,89937.6,53341.8,24645.0,-10605.4,-52181.0,32146.9,63503.3,19894.4,220683.0
4728,526.145,133.703,1707.57,-2229.62,-9181.73,6078.22,-765.071,391.769,-3339.01
4729,525.914,109.286,2227.63,-3922.55,-10049.3,7209.91,-1116.3,545.958,-4469.44
4730,12161.5,8318.6,11650.3,-8635.8,-33213.6,14903.0,4254.51,3328.44,12766.9
4731,4638.39,2914.7,8464.18,-12428.0,-29597.7,20223.2,-983.181,2122.33,-4646.09
4732,272.466,82.2014,913.472,-2273.88,-4152.93,3231.89,-333.066,202.035,-2057.81
4733,1315.72,228.016,4363.11,-3961.23,-18494.4,11858.5,-1644.21,926.777,-5407.72
4734,5792.12,3467.59,8374.34,-7494.32,-29034.3,18954.3,506.167,2065.18,2631.07
4736,613.953,139.44,2743.65,-4332.25,-14261.7,9414.17,-1412.18,660.819,-6434.08
4737,588.361,144.347,2779.76,-4283.24,-14183.0,8754.3,-1413.8,663.291,-6949.95
4738,43767.1,18047.9,20611.6,-16580.8,-53519.4,35777.2,25442.8,8548.94,82095.4
4739,2722.87,815.149,4892.72,-5067.57,-18049.6,11949.4,-1120.2,1103.58,-2753.63
4740,3106.63,655.549,7367.32,-10665.7,-27639.6,19319.9,-2443.51,1583.61,-8715.93
4741,1706.1,1676.45,4352.96,-3817.91,-16734.9,11539.2,-657.623,832.803,-1102.92
4742,1022.05,200.426,3878.93,-4751.51,-21075.0,14552.1,-2108.33,935.841,-7345.46
4743,15119.8,984042.0,11176.4,-7690.39,-32651.9,20122.5,39634.4,3322.39,1033070.0
4744,1558.81,277.879,4189.3,-5916.9,-16503.6,11127.1,-1527.68,885.513,-5909.52
4745,64079.2,39720.9,21871.9,-15571.9,-46653.1,28114.4,37494.2,11764.3,140820.0
4746,264.185,54.418,775.297,-2104.22,-2181.05,1244.64,-286.753,172.64,-2060.84
4747,203.845,53.0034,732.542,-2150.03,-2078.22,1173.03,-292.503,161.517,-2196.82
4748,1732.89,2212.31,4073.58,-4961.86,-18515.4,12089.7,-334.111,952.876,-2749.98
4749,837.493,172.83,3433.86,-4660.55,-13741.7,8815.48,-1422.43,731.92,-5833.09
4750,1556.91,284.252,2964.74,-6419.49,-6774.45,5110.71,-665.412,586.621,-3356.12
4751,777.75,137.222,2299.51,-3666.55,-9210.37,5928.91,-917.959,466.105,-4185.38
4752,752.622,1744.19,1474.46,-2227.22,-6287.46,4184.66,346.163,303.743,291.148
4753,2226.13,403.426,5443.29,-7120.9,-26388.4,17757.1,-2754.45,1409.76,-9024.11
4754,2942.52,617.251,5365.63,-5963.96,-20727.1,11004.6,-1575.09,1316.05,-7020.03
4756,443.238,65.2359,1214.98,-1860.08,-4728.09,2778.6,-494.115,263.083,-2317.15
4758,4580.02,2086.1,8041.75,-7691.27,-30479.4,19922.1,-1049.93,1892.48,-2698.15
4759,2294.1,406.96,7726.52,-10232.2,-36555.2,24175.5,-4072.82,1905.12,-14352.0
4760,3382.09,575.37,6745.52,-9450.12,-26396.8,18765.8,-2027.22,1531.31,-6874.04
4761,45272.7,31353.4,19289.3,-12511.7,-43139.0,26227.4,27694.6,8417.07,102604.0
4762,4323.03,1001.24,6452.26,-8153.96,-22943.9,9092.36,-1666.76,1577.19,-10318.5
4763,1484.99,279.483,4565.17,-5007.46,-19818.6,13131.8,-1966.9,973.253,-6358.31
4764,11486.8,4372.21,9822.32,-7416.51,-30396.1,16248.6,2648.76,2459.23,9225.34
4765,4117.03,974.538,5991.22,-6892.55,-21423.8,13766.2,-837.395,1243.08,-3061.68
4766,1062.76,228.19,4657.09,-5107.13,-24235.1,14559.7,-2631.85,1144.74,-10321.5
4767,434406.0,6.6035e+20,33239.9,-23017.5,-50517.5,45373.1,565707000000000.0,8420240.0,6.60351e+20
4768,240.777,69.325,1360.71,-2269.14,-8248.47,5735.79,-930.553,358.964,-3682.61
4769,410282.0,2605500000.0,36275.0,-18469.3,-55877.7,51977.0,6645220.0,4546990.0,2617120000.0
4770,673.697,157.998,2925.66,-3705.34,-15953.8,8527.93,-1984.43,794.314,-8563.93
4771,5888.79,3598.42,7569.21,-8125.43,-26928.5,13468.0,506.301,1908.89,-2114.34
4772,651.486,143.824,1954.44,-2801.19,-7521.56,4495.25,-641.705,355.089,-3364.36
4774,12128.2,7161.97,13087.3,-9817.17,-40824.8,28665.3,4564.06,3244.16,18209.0
4776,2085.19,375.076,5854.22,-9297.57,-25099.4,18840.4,-2374.82,1298.18,-8318.66
4777,7909.33,3380.96,9689.67,-12642.5,-24716.8,18826.5,1645.41,2030.38,6122.99
4778,1416.99,331.255,5979.29,-8186.7,-31716.1,19668.1,-3750.98,1561.86,-14696.3
4779,39973.3,15317.2,17478.6,-10772.2,-39120.7,25417.6,20863.1,6893.85,76050.8
4780,1766.76,337.556,6732.65,-7282.88,-36321.2,26715.1,-3457.08,1592.03,-9916.99
4781,4866.8,1167.5,7679.8,-11260.0,-24969.6,17375.2,-1318.92,1639.2,-4820.0
4782,1810.37,1280.07,5508.43,-5148.9,-27179.8,18284.6,-1853.59,1278.7,-6020.08
4783,6097.16,1163.79,10508.2,-12677.1,-37803.3,24431.4,-2239.8,2369.24,-8150.43
4784,359.252,95.2764,1898.61,-3021.12,-10689.2,6551.49,-1215.99,502.058,-5519.59
4785,1828.29,311.241,4818.13,-5162.0,-19862.7,12292.1,-1798.3,1028.06,-6545.14
4786,632.214,105.24,1606.76,-3160.55,-6336.78,4671.18,-440.954,328.643,-2594.25
4787,8327.44,3193.96,8437.7,-11403.6,-21446.0,15818.3,2666.74,1985.34,7579.85
4788,52439.5,34977.4,17815.0,-24223.9,-27474.1,23658.0,31006.1,10568.7,118767.0
4789,1867.01,341.665,7226.08,-8171.1,-33916.4,21602.7,-3414.03,1765.48,-12698.6
4790,1914.56,370.121,7517.18,-8203.27,-36307.7,23401.7,-4035.3,1787.03,-13555.7
4791,771.332,164.028,3316.56,-4587.09,-15890.9,11249.1,-1433.63,758.489,-5652.14
4792,1281.91,250.877,3554.73,-4466.79,-14479.0,9313.43,-1343.62,716.931,-5171.52
4793,111034.0,2.41367e+23,11338.6,-12722.7,-30567.5,20271.5,45872400000.0,16073500000.0,2.41367e+23
4794,2223.66,1442.87,5670.19,-7080.44,-22649.1,15916.8,-1094.97,1205.13,-4365.88
4795,47321.8,29992.9,14644.5,-15831.6,-30948.5,27973.4,30959.7,8926.33,113038.0
4796,13117.9,3756.74,12953.4,-14207.5,-36672.5,29960.2,2632.32,2850.66,14391.2
4797,878.838,181.993,3826.58,-4995.66,-18075.8,12516.0,-1873.87,884.7,-6657.2
4798,5166.29,1867.2,7731.76,-7161.78,-27962.2,18244.2,-1650.51,1361.63,-2403.34
4799,3510.73,834.182,7375.6,-8239.46,-26653.8,18887.0,-1471.11,1388.29,-4368.56
4800,2016.96,2730.03,5331.29,-5974.45,-26379.3,17685.5,-1706.43,1432.18,-4864.18
4801,336.291,88.7963,1579.61,-2245.38,-9222.79,5540.23,-1004.32,428.361,-4499.19
4802,943.568,1339.41,4214.66,-5439.21,-21365.2,14977.3,-1748.89,1042.8,-6035.49
4803,141211.0,126056.0,25844.9,-14622.9,-40656.2,28680.4,136383.0,33219.2,436116.0
4804,1221.18,234.923,2708.15,-5696.67,-10441.6,7331.24,-1166.79,654.675,-5154.87
4805,1944.99,474.363,4519.86,-6660.95,-15653.0,8305.31,-1193.85,940.478,-7322.79
4806,82529.7,915208.0,19342.3,-14002.2,-34624.7,22597.2,2791700.0,16157.4,3798910.0
4807,8110.66,3749.78,6311.49,-12020.2,-7468.87,7497.17,3348.08,1817.81,11345.9
4808,7198.88,4679.78,8979.14,-8960.3,-34845.3,24002.8,755.151,2281.49,4091.68
4809,194.572,53.8633,1064.97,-1870.66,-5528.82,3814.75,-531.977,249.977,-2553.33
4810,394.874,107.093,2032.78,-2815.09,-10438.2,5770.92,-1215.25,520.54,-5642.35
4811,7164.24,2492.57,7864.03,-7283.18,-25990.9,16868.1,272.622,2225.16,3612.7
4812,3962.25,915.092,5940.15,-8680.15,-18945.7,15651.2,-398.932,1096.99,-459.088
4813,2600.4,480.646,5141.96,-12393.1,-8650.42,8860.37,-850.557,939.063,-3871.63
4814,3249.33,751.744,4918.74,-11942.7,-9025.41,8668.46,-631.862,899.893,-3111.85
4815,619.939,158.346,3114.9,-4652.88,-18197.1,12328.3,-2038.13,834.046,-7832.6
4816,1147.42,223.464,3437.56,-5068.35,-14761.6,9323.32,-1557.22,756.595,-6498.82
4817,988.061,164.576,2959.71,-3863.41,-11457.1,7219.53,-1033.76,613.759,-4408.64
4818,1285.24,214.818,3716.38,-4802.74,-11837.3,8720.67,-843.779,658.349,-2888.36
4819,532.224,153.302,1889.8,-4041.04,-8449.26,5647.66,-881.157,441.878,-4706.58
4820,259.414,76.0036,1343.28,-2191.58,-7953.2,4248.14,-935.447,384.543,-4768.85
4822,1642.07,2423.29,3488.36,-5214.72,-12896.3,8869.53,-90.069,707.363,-1070.47
4823,6675.82,1512.67,9443.87,-8211.32,-34763.3,22908.5,-615.89,2059.98,-989.733
4824,834.829,234.584,4083.91,-6014.83,-22444.1,15297.8,-2644.15,1056.26,-9595.7
4825,242.63,90.0059,1675.07,-2367.93,-9884.43,5599.84,-1138.2,500.085,-5282.93
4826,6152.26,2752.5,9573.54,-12947.8,-33390.2,24961.4,-827.465,2205.18,-1520.55
4827,3258.37,1962.41,5438.91,-6128.0,-20350.5,13388.7,-341.177,1318.38,-1452.95
4828,619.192,158.147,3208.13,-4329.82,-18336.4,12098.7,-2017.31,836.716,-7762.66
4829,2859.2,3076.8,5113.9,-7221.91,-18089.6,11840.7,-121.016,1167.52,-1374.32
4830,2342.02,1665.18,4603.21,-6280.71,-16861.6,11091.9,-718.685,1027.43,-3131.24
4831,1665.92,380.312,6296.52,-8340.81,-32916.8,23793.2,-3768.71,1591.16,-11299.2
4832,252329.0,3.47918e+18,5841.61,-20479.5,-2896.09,1356.8,1744880000000.0,158970.0,3.47918e+18
4833,1457.32,285.634,4448.58,-7213.32,-19492.1,13578.2,-1913.83,937.977,-7911.58
4834,117077.0,61700.1,30461.7,-20592.3,-60142.2,46153.8,90165.3,28506.1,293329.0
4835,1087.18,187.017,3077.14,-3743.58,-15689.9,10756.4,-1343.43,708.998,-4960.22
4836,575.407,122.017,2466.49,-3023.98,-13253.6,8568.11,-1281.2,582.997,-5243.8
4837,12557.2,7704.66,10439.7,-15624.0,-28813.2,22293.9,4008.3,3629.08,16195.6
4838,510.718,120.232,1867.65,-2758.58,-7460.46,3829.21,-812.635,397.177,-4306.69
4839,5606.47,2534.6,8358.94,-9321.78,-27557.9,18860.4,-180.382,1954.84,255.203
4840,1233.45,236.045,3521.06,-5008.25,-16794.4,11114.2,-1602.3,802.715,-6497.42
4841,1373.77,262.507,3258.54,-8636.19,-6431.43,4145.65,-836.865,630.336,-6233.68
4842,1222.82,261.29,3183.62,-8914.67,-6033.73,3963.89,-852.944,609.973,-6559.74
4843,1354.81,1528.0,3091.0,-3970.11,-12317.9,7845.45,-247.028,609.643,-2106.12
4844,51944.1,15948.8,21594.8,-15293.0,-40816.5,27767.1,23571.5,9500.84,94217.6
4845,1046.27,210.08,3438.97,-4064.09,-12375.8,8525.56,-933.861,637.654,-3515.21
4846,50257.6,25822.1,19377.7,-9586.98,-49802.9,35518.1,32629.7,11876.2,116092.0
4847,1510.48,297.509,4133.42,-6644.32,-18992.5,12467.4,-1639.72,877.848,-7989.87
4848,435.715,95.4227,2057.95,-8038.12,-8157.54,9104.54,-1301.25,546.947,-5256.33
4849,358.936,76.3183,1160.48,-2668.57,-4525.44,1763.85,-564.735,289.647,-4109.52
4850,1676.15,414.946,6467.42,-7412.23,-33508.5,22453.4,-3742.45,1603.76,-12047.5
4851,232528.0,6.00053e+21,26624.8,-11404.4,-47753.9,39901.9,1.50367e+17,191938.0,6.00068e+21
4852,74957.3,,342.788,-10158.5,0.0,,0.0,,
4853,2496.61,1511.91,4391.04,-5479.83,-11532.7,7344.01,399.333,869.97,0.285198
4854,6530.6,2885.64,8610.14,-6699.64,-30528.6,16751.6,575.95,2095.52,221.2
4855,3514.81,882.63,7448.01,-7724.67,-29051.7,14198.2,-2307.65,1722.05,-11318.3
4856,2146.24,1717.2,5247.57,-5378.21,-22112.8,11935.4,-1291.14,1246.49,-6489.32
4857,1987.72,342.728,5716.93,-11657.8,-21001.4,15529.1,-2529.91,1288.66,-10324.0
4858,6773.78,3698.75,7147.34,-6688.37,-23985.8,12821.6,685.019,1732.33,2184.71
4859,7395.17,2828.02,10816.1,-11394.0,-37503.9,22425.6,-489.324,2373.33,-3549.05
4860,4632.58,3029.1,8023.49,-9836.02,-29649.4,17150.8,-749.09,1957.17,-5441.29
4861,585.602,148.537,2605.87,-4673.12,-12432.1,7657.91,-1362.56,635.835,-6834.04
4862,4683.97,869.44,8573.73,-10426.3,-22484.7,14916.8,-695.352,1596.82,-2965.53
4863,398.114,91.6011,959.809,-1730.62,-3903.81,2315.46,-345.422,192.184,-2022.69
4864,2327.22,1738.75,5317.19,-6997.9,-18181.2,12660.9,-471.734,1071.12,-2535.65
4865,665.2,117.785,1854.07,-3139.41,-7033.31,4610.88,-439.576,350.925,-3013.43
4866,30521.8,23169.4,12216.1,-9280.3,-28681.5,20370.0,10174.9,4945.84,63436.2
4867,1795.66,385.64,4209.85,-5512.79,-11876.0,7707.19,-656.59,687.757,-3259.26
4868,1413.65,281.946,4091.57,-3526.71,-18668.2,13061.4,-1546.28,970.073,-3922.46
4869,10100.0,2325.03,12008.6,-16582.5,-37616.8,26897.1,745.817,3428.86,1306.09
4870,1202.46,209.281,3646.54,-3422.74,-18595.9,13367.9,-1642.77,947.056,-4288.15
4871,1811.48,2698.08,4278.02,-3346.87,-18690.8,13297.7,-388.208,1170.83,830.16
4872,3835.31,852.147,6322.25,-6539.96,-22744.6,14221.9,-1062.15,1186.3,-3928.78
4873,6113.31,2902.79,7810.11,-6484.59,-25452.9,15328.1,88.7395,1858.83,2164.43
4874,382.573,98.0455,976.099,-1776.9,-3900.46,2141.21,-352.311,188.104,-2243.64
4875,24148.0,14316.7,15708.7,-10187.4,-45848.7,30450.8,13187.2,6402.1,48177.4
4876,346.689,90.816,1682.88,-3133.1,-8165.63,4485.11,-849.037,413.146,-5129.12
4878,4030.05,747.622,8824.55,-12419.4,-32224.7,22798.8,-2323.86,1789.9,-8777.08
4879,8434.57,3331.87,8938.07,-4891.98,-29486.1,21002.2,2206.92,2275.8,11811.3
4880,2902.07,1656.22,6143.49,-10451.0,-21943.0,16411.4,-1279.86,1392.29,-5168.36
4881,8011.88,3439.19,9123.05,-8613.54,-28453.7,16595.9,550.866,2094.7,2748.29
4882,4760.65,1465.59,8709.1,-24015.6,-18927.9,22090.2,-1648.42,1698.42,-5867.99
4883,4366.5,1066.81,6157.86,-8657.42,-22900.3,18273.8,-765.04,1288.75,-1169.02
4884,1673.44,306.689,6391.04,-7336.58,-36036.8,24455.5,-3777.37,1669.88,-12654.2
4885,832.817,214.544,3940.05,-4583.06,-22759.1,14870.4,-2413.89,990.194,-8908.02
4886,328.499,91.8662,1316.48,-3239.99,-4529.79,1497.3,-564.681,285.823,-4814.49
4887,3494.19,1926.46,4998.24,-5492.17,-17024.8,8921.17,183.897,1041.71,-1951.31
4888,1284.84,485.88,2322.01,-3382.46,-10861.7,6812.02,-585.095,526.678,-3397.78
4889,419.801,82.9274,1396.32,-2985.09,-7184.48,5845.7,-663.496,318.456,-2769.87
4890,411.295,87.3283,1375.65,-2939.98,-7238.95,5759.17,-651.201,311.312,-2885.36
4891,440.454,88.36,1373.7,-2931.34,-7116.97,5661.21,-642.416,306.459,-2820.54
4892,420.183,86.7027,1384.25,-3018.0,-7146.61,5706.35,-660.038,309.588,-2917.58
4893,1013.95,171.781,2691.96,-3036.14,-12754.4,9025.86,-1105.92,662.435,-3330.47
4894,2126.21,463.976,6837.97,-9652.17,-31646.0,19713.6,-3344.5,1758.15,-13742.7
4895,687.557,186.468,3373.81,-5140.15,-18324.4,10990.6,-2199.9,923.703,-9502.31
4896,1815.26,2538.15,4175.35,-4370.82,-16616.4,11521.2,-411.072,816.651,-531.694
4897,1719.72,330.101,6010.57,-8169.17,-30561.0,21546.0,-3282.82,1471.98,-10934.6
4898,810.73,110.726,1591.36,-2236.86,-6155.72,5086.64,-375.211,337.285,-831.05
4899,1110.72,1603.62,2309.42,-6325.63,-5041.19,6067.38,99.2847,519.975,343.596
4900,12710.6,6547.11,13434.9,-18704.2,-25582.7,18535.7,5514.16,3308.74,15764.3
4901,92282.3,54413.3,25313.7,-25411.7,-43614.9,40418.1,52143.3,17233.1,212777.0
4902,1327.17,319.49,3176.24,-10454.4,-9600.56,11541.4,-793.914,605.659,-3878.95
4903,1907.84,340.972,5603.68,-8371.6,-23890.2,14795.0,-2685.48,1268.41,-11031.4
4904,15829.5,5058.47,10455.1,-27422.8,-13013.1,19290.6,4876.47,2811.44,17885.8
4905,1335.71,220.456,4288.65,-5717.55,-22336.8,15659.1,-2256.8,1062.09,-7745.18
4906,1207.18,228.88,4242.73,-6406.31,-20549.4,14153.0,-2300.93,1000.7,-8424.21
4907,1794.04,337.975,4439.35,-6325.79,-17463.2,9628.24,-1407.13,946.989,-8049.53
4908,66352.8,37731.1,24977.8,-14938.0,-50785.2,27674.7,42436.3,12989.5,146439.0
4909,3233.1,3117.34,5019.6,-4189.28,-17577.3,12401.7,821.465,1214.65,4041.25
4910,9812.72,3884.64,8890.08,-5176.53,-26540.9,18343.8,3451.08,2283.59,14948.4
4911,555.456,95.025,1669.18,-2587.72,-6709.77,4723.38,-525.34,345.037,-2434.76
4912,655.784,97.9123,1733.82,-2761.6,-6263.92,4466.11,-526.046,331.984,-2265.95
4913,801.808,167.588,1950.94,-2596.23,-6732.96,4668.73,-431.09,350.746,-1820.46
4914,2146.83,400.415,3308.86,-6618.59,-9915.41,6817.12,-698.379,699.102,-3860.05
4915,5644.32,4109.97,7234.85,-6857.52,-23475.0,16064.9,1246.98,1593.07,5561.49
4916,168.858,43.4311,568.079,-1140.51,-2047.44,490.528,-186.172,126.872,-1976.36
4917,655.242,164.974,3224.22,-4193.91,-17073.9,9734.47,-1975.84,820.982,-8643.74
4918,409.759,68.3274,1075.89,-3653.07,-3317.89,3222.43,-428.708,258.59,-2364.67
4921,8739.76,2166.73,12209.4,-12644.2,-42035.9,27012.5,67.2689,3017.59,-1466.79
4922,39325.4,304367000.0,15380.0,-11533.4,-43556.1,29076.4,212843.0,17118.6,304626000.0
4923,167.71,63.828,1254.28,-1925.88,-7867.75,5170.31,-820.645,335.461,-3622.69
4924,1679.66,1436.83,5650.6,-7929.0,-26250.5,14371.5,-2411.08,1514.2,-11937.9
4925,813.927,299.281,3271.45,-5234.5,-16815.7,9959.35,-1886.53,833.552,-8759.18
4926,1026.37,1474.11,2119.73,-10483.2,290.37,3499.63,157.638,492.743,-1422.63
4927,553.434,137.971,2017.76,-4225.26,-8859.0,6679.69,-816.848,455.927,-4056.33
4928,451.293,1771.17,922.526,-1176.04,-4802.87,3588.47,523.618,169.042,1447.21
4929,7338.61,2866.61,9871.66,-11099.8,-33728.2,23098.7,662.201,2248.26,1257.95
4930,784.681,189.925,2148.57,-3579.55,-9560.58,6789.68,-933.842,466.378,-3694.73
4931,3716.93,790.122,9145.36,-10619.2,-39762.4,27820.6,-2991.59,2094.84,-9805.3
4932,159255.0,116087.0,33528.3,-19239.1,-66721.3,49422.1,107188.0,39514.5,419034.0
4933,6796.49,2646.74,8328.97,-7897.37,-29663.1,20285.6,-0.0152038,1978.95,2476.28
4934,10805.7,7197.92,12841.2,-16814.0,-39541.6,32396.4,4085.06,3473.98,14444.7
4935,1066.17,231.739,2964.47,-5197.59,-14645.0,10961.0,-1257.26,667.947,-5208.5
4936,8422.56,4342.08,12235.3,-10008.6,-45891.4,30756.1,640.445,3052.01,3548.48
4937,655.895,127.27,2241.85,-5017.02,-8934.6,6854.17,-942.527,490.878,-4524.08
4938,46099.7,21059.3,19742.9,-19181.2,-44023.9,34892.8,38545.0,9017.22,106152.0
4939,14783.2,7517.23,13685.1,-15486.2,-42229.4,29310.6,2894.03,3626.49,14101.0
4940,10444.6,4720.85,8804.29,-6651.87,-27988.2,16387.4,2642.94,2313.22,10673.2
4941,311.625,70.89,812.484,-1721.2,-2995.35,1494.41,-339.043,163.026,-2203.16
4942,9193.13,4905.36,8612.83,-8746.6,-28546.1,24075.0,2207.11,1959.79,13660.5
4943,2235.29,391.583,6543.97,-11196.1,-28450.6,19119.2,-3141.8,1574.71,-12923.7
4944,9117.35,3338.86,8724.82,-8803.9,-29396.3,20589.8,845.263,2113.67,6529.53
4945,252444.0,1.60521e+19,20099.4,-33459.7,-28098.3,32263.5,2416350000000000.0,945422.0,1.60546e+19
4946,911.01,220.42,1896.32,-2627.53,-6467.33,3484.66,-538.643,389.117,-2731.98
4947,6419.02,3690.91,8640.89,-8597.46,-33332.3,21225.8,-78.6852,2315.38,283.569
4948,15011.7,8288.21,13491.0,-5877.05,-40057.5,28355.8,7087.15,3736.43,30035.6
4949,307349.0,464415.0,36129.8,-35747.3,-51482.2,55765.6,305174.0,84004.8,1165610.0
4950,5349.78,1352.1,7046.84,-10279.9,-22979.4,17960.2,-521.941,1391.82,-680.504
4951,23320.2,15168.2,11313.8,-8896.12,-34644.6,25079.6,13407.3,4508.01,49256.5
4952,6841.77,3487.23,7698.97,-18234.3,-15517.9,16824.6,-109.888,1471.28,2461.77
4953,1119.27,223.223,4683.98,-6464.87,-23773.0,16530.0,-2582.9,1096.12,-9168.21
4954,684.698,157.533,2260.22,-4259.1,-10209.6,6043.13,-1088.62,543.442,-5868.27
4955,13804.2,6020.57,11920.2,-9094.15,-32333.8,18405.8,4970.97,3623.34,17317.2
4956,1141.94,236.248,3017.25,-4485.77,-14472.4,10094.5,-1205.73,633.831,-5040.06
4957,3769.36,2039.39,7016.79,-5996.93,-27400.3,18968.7,-963.765,1609.39,-957.387
4958,912.581,222.123,2968.83,-4949.87,-14315.3,9553.9,-1246.04,652.403,-6201.34
4959,1552.28,314.252,2924.92,-5484.39,-10071.1,7126.21,-577.055,552.404,-3662.47
4960,1519.88,278.807,3678.21,-4331.87,-16156.8,11011.7,-1430.12,757.883,-4672.28
4961,1922.47,2218.88,5545.94,-7128.4,-25380.2,18264.1,-1225.45,1428.09,-4354.55
4962,27748.9,12566.8,15879.5,-20964.3,-38681.2,30569.0,11152.7,4786.49,43057.8
4963,7770.82,4744.02,8987.21,-9512.13,-27937.5,21689.6,2079.44,1870.02,9691.57
4964,9207.0,4354.36,7574.46,-7346.18,-24430.3,12683.1,2497.06,1857.7,6397.19
4965,2877.41,2098.93,4354.21,-5507.07,-18066.1,12547.6,67.963,1132.65,-494.41
4966,1104.21,210.984,3190.24,-5055.3,-13301.3,9926.53,-1050.0,673.943,-4300.65
4967,2042.1,380.914,4841.52,-5433.17,-17618.8,13263.2,-1325.99,1008.5,-2841.77
4968,451.784,95.7358,1494.74,-3932.96,-5650.57,4164.95,-666.726,353.258,-3689.79
4969,4415.68,3247.89,7165.1,-7072.41,-31610.5,22363.5,-632.042,1840.83,-281.949
4970,992.081,187.44,3067.08,-3061.35,-12806.6,6766.72,-1185.38,709.662,-5330.33
4971,53640.3,27088.8,21651.1,-16449.9,-39903.0,24251.0,31554.8,10700.2,112533.0
4972,36588.1,17672.1,19646.3,-16513.5,-39511.4,22848.9,18883.4,6851.55,66465.5
4973,3551.25,4527.58,7481.47,-7859.09,-33666.2,23454.7,-441.473,1797.27,-1154.48
4974,691.052,130.026,1908.65,-2817.97,-8504.6,5249.07,-635.164,440.935,-3538.0
4975,740.033,150.542,2377.56,-4146.93,-10043.1,7091.39,-763.843,513.503,-4080.84
4976,1349.4,232.573,4556.98,-5503.24,-20502.7,12079.9,-2327.47,1044.41,-9070.18
4977,393.198,61.9701,1087.93,-1501.8,-3993.44,2541.53,-280.713,216.886,-1474.45
4978,43894.5,19443.3,21938.3,-10766.4,-54362.2,34981.4,29228.4,9284.69,93642.0
4979,282288.0,1995620000000.0,30474.4,-12726.0,-52475.8,32453.1,2.08354e+19,566682000.0,2.08354e+19
4981,605.409,152.376,2572.62,-3713.57,-11559.5,5721.27,-1302.4,634.048,-6889.71
4982,1528.18,299.419,5214.74,-6376.3,-24864.9,16400.7,-2590.16,1262.63,-9125.69
4984,139770.0,118131.0,29017.4,-10553.7,-60931.7,43888.0,110937.0,40262.4,410520.0
4985,5389.71,1225.77,6974.82,-7570.58,-21842.8,13229.9,-427.126,1297.53,-1722.8
4986,10014.0,3493.13,9310.81,-6506.5,-24716.7,17182.4,3266.71,2305.33,14349.2
4987,5531.98,1309.28,7774.68,-7720.53,-30967.6,21060.9,-751.14,1836.01,-1926.35
4988,849.205,203.205,1840.78,-5679.41,-4479.57,4067.89,-615.355,387.529,-3425.72
4989,750.945,140.878,1841.77,-6002.25,-4009.82,4009.97,-700.718,393.259,-3575.97
4990,380.671,97.4466,1314.33,-5212.83,-2529.76,2069.39,-559.408,306.238,-4133.93
4991,47707.1,25922.9,25097.9,-13004.5,-56460.8,36152.4,32657.4,10496.4,108569.0
4992,1574.47,302.496,5272.34,-7164.24,-23311.5,13977.6,-2535.65,1247.35,-10637.2
4993,8607.89,3878.44,11810.5,-11128.2,-40304.0,23912.6,644.494,2771.13,192.791
4994,9827.64,7180.34,8154.73,-7834.51,-22222.1,14344.1,4252.29,1855.94,15558.4
4995,234254.0,365561.0,31132.3,-12344.0,-56984.0,42024.1,229300.0,70200.8,903145.0
4996,211409.0,621867.0,29393.3,-27372.9,-40583.7,41524.5,7468520.0,68349.3,8373110.0
4997,755.855,171.835,1710.33,-4132.05,-6806.59,5858.24,-691.564,356.059,-2777.88
4998,433430.0,940369.0,42351.2,-20897.5,-68217.5,48478.8,458212.0,115845.0,1949570.0
4999,2653.29,559.717,5616.09,-8105.67,-20140.6,12444.1,-1570.8,1111.84,-7432.03
5000,1965.23,392.412,5630.0,-19645.7,-19654.7,20164.7,-2928.22,1426.53,-12649.8
5001,2261.42,414.034,6705.93,-7335.34,-32342.3,20080.0,-3190.48,1615.77,-11791.0
5002,5838.49,1317.1,9549.57,-13425.5,-24207.1,16318.2,-692.959,1725.53,-3576.57
5003,1372.97,325.767,4667.16,-7693.27,-20963.6,11225.0,-2317.09,1091.63,-12291.5
5004,165938.0,4864400.0,26666.1,-10963.6,-50951.4,32001.7,520104000.0,74292.9,525205000.0
5005,251.919,69.6267,1129.59,-4504.14,-2531.22,2755.5,-467.269,273.534,-3022.47
