tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond
54.1,3.0,0,8,24388,16817,4069,1131,2366,0,11,28
52.0,2.83,0,8,24388,16817,4069,1131,2366,0,11,28
42.0,2.03,0,8,24388,16817,4069,1131,2366,0,11,28
53.7,3.01,0,8,24388,16817,4069,1131,2366,0,11,28
53.3,3.01,0,7,24421,15688,4069,1131,2300,0,12,28
53.6,3.01,0,7,24451,16634,4069,1131,2300,0,12,28
51.3,3.01,0,8,24362,14942,4069,1131,2300,0,11,28
53.5,3.01,0,8,24465,16136,4069,1131,2366,0,11,28
53.3,3.01,0,8,24464,16758,4069,1131,2366,0,11,28
53.4,3.01,0,8,24467,16257,4069,1131,2366,0,11,28
53.0,3.01,0,8,24395,15619,4069,1131,2300,0,11,29
51.0,2.83,0,8,24418,15601,4069,1131,2300,0,11,29
52.8,3.01,0,8,24418,15601,4069,1131,2300,0,11,29
41.1,2.03,0,8,24418,15601,4069,1131,2300,0,11,29
69.8,5.4,0,8,24506,16290,4069,1131,2432,0,11,27
69.5,5.4,0,8,24472,16343,4069,1131,2432,0,11,27
70.1,5.4,0,8,24474,16464,4069,1131,2432,0,11,27
23.8,2.02,0,8,24362,15879,4069,1131,2366,0,11,28
42.9,3.01,0,8,24362,15879,4069,1131,2366,0,11,28
52.0,3.0,0,8,24362,15879,4069,1131,2366,0,11,28
28.9,10.4,0,7,24395,14750,4069,1131,2299,0,11,29
49.6,4.4,0,7,24395,14750,4069,1131,2299,0,11,29
44.0,6.5,0,7,24395,14750,4069,1131,2299,0,11,29
36.7,3.0,0,7,24395,14750,4069,1131,2299,0,11,29
25.0,6.5,0,7,24395,14750,4069,1131,2299,0,11,29
51.3,2.86,0,8,24473,15145,4069,1131,2366,0,11,28
64.8,5.35,0,8,24473,15145,4069,1131,2366,0,11,28
25.0,5.4,0,8,24473,15145,4069,1131,2366,0,11,28
40.7,1.99,0,8,24473,15145,4069,1131,2366,0,11,28
33.8,2.4,0,7,24373,15820,4069,1302,2366,0,11,28
64.4,5.3,0,6,24422,15820,4069,874,2366,0,11,28
50.2,2.8,0,6,24422,15820,4069,874,2366,0,11,28
46.9,4.8,0,6,24422,15820,4069,874,2366,0,11,28
58.8,4.0,0,6,24422,15820,4069,874,2366,0,11,28
35.9,2.4,0,8,24422,15820,4069,914,2366,0,11,26
36.9,2.0,0,8,24401,17540,4069,1131,2436,0,11,28
12.0,2.0,0,8,24401,17540,4069,1131,2436,0,11,28
67.5,5.4,0,7,24428,15895,4069,1131,2366,0,11,28
54.4,3.0,0,7,24428,15895,4069,1131,2366,0,11,28
67.5,6.9,0,7,24428,15895,4069,1131,2366,0,11,28
25.0,5.7,0,7,24428,15895,4069,1131,2366,0,11,28
40.7,2.0,0,7,24428,15895,4069,1131,2366,0,11,28
39.4,2.0,0,7,24458,16841,4069,1131,2366,0,11,28
66.8,5.5,0,7,24458,16841,4069,1131,2366,0,11,28
63.0,6.5,0,7,24458,16841,4069,1131,2366,0,11,28
64.5,6.5,0,7,24458,16841,4069,1131,2366,0,11,28
62.0,6.7,0,8,24470,16081,4069,1131,2366,0,11,28
63.1,6.7,0,8,24470,16081,4069,1131,2366,0,11,28
37.2,2.0,0,8,24470,16081,4069,1131,2366,0,11,28
51.0,4.3,0,8,24470,16081,4069,1131,2366,0,11,28
58.8,4.0,0,6,24422,16220,4069,1131,2366,0,11,28
51.1,2.8,0,6,24422,16220,4069,1131,2366,0,11,28
46.9,4.8,0,6,24422,16220,4069,1131,2366,0,11,28
65.1,5.3,0,6,24422,16220,4069,1131,2366,0,11,28
56.4,5.4,0,8,24388,16817,4069,1131,2366,0,11,28
40.7,3.0,0,8,24388,16817,4069,1131,2366,0,11,28
56.3,5.4,0,8,24388,16817,4069,1131,2366,0,11,28
25.0,5.4,0,8,24388,16817,4069,1131,2366,0,11,28
44.2,5.1,0,8,24388,16817,4069,1131,2366,0,11,28
65.0,5.4,0,8,24402,15950,4069,1131,2298,0,11,28
49.5,4.2,0,8,24402,15950,4069,1131,2298,0,11,28
25.0,3.0,0,8,24402,15950,4069,1131,2298,0,11,28
59.8,5.4,0,8,24402,15950,4069,1131,2298,0,11,28
49.0,3.0,0,8,24402,15950,4069,1131,2298,0,11,28
65.0,5.4,0,8,24362,14942,4069,1131,2298,0,11,28
50.0,5.4,0,8,24362,14942,4069,1131,2298,0,11,28
65.2,5.35,0,8,24465,16136,4069,1131,2366,0,11,28
61.0,5.3,0,8,24465,16136,4069,1131,2366,0,11,28
25.0,5.4,0,8,24465,16136,4069,1131,2366,0,11,28
65.2,5.4,0,8,24465,16136,4069,1131,2366,0,11,28
57.5,5.4,0,8,24467,16257,4069,1131,2366,0,11,28
25.0,5.4,0,8,24467,16257,4069,1131,2366,0,11,28
65.0,5.4,0,8,24395,15619,4069,1131,2298,0,11,31
52.1,5.4,0,8,24395,15619,4069,1131,2298,0,11,31
65.0,5.4,0,8,24418,15601,4069,1131,2298,0,11,31
55.3,4.2,0,8,24418,15601,4069,1131,2298,0,11,31
57.0,5.4,0,8,24418,15601,4069,1131,2298,0,11,31
41.5,3.0,0,8,24418,15601,4069,1131,2298,0,11,31
63.2,6.78,0,8,24415,15838,4069,1131,2366,0,11,28
66.1,5.4,0,8,24415,15838,4069,1131,2366,0,11,28
65.0,6.8,0,8,24415,15838,4069,1131,2366,0,11,28
66.0,5.4,0,8,24415,15838,4069,1131,2366,0,11,28
61.3,5.4,0,8,24408,17036,4069,1131,2434,0,11,27
65.0,5.4,0,8,24408,17036,4069,1131,2434,0,11,27
63.9,5.4,0,8,24422,16169,4069,1131,2366,0,11,27
65.0,5.4,0,8,24422,16169,4069,1131,2366,0,11,27
64.3,5.4,0,8,24485,16355,4069,1131,2434,0,11,27
65.0,5.4,0,8,24485,16355,4069,1131,2434,0,11,27
49.5,4.2,0,8,24415,15838,4069,1131,2366,0,11,28
59.8,5.4,0,8,24415,15838,4069,1131,2366,0,11,28
65.0,5.4,0,8,24415,15838,4069,1131,2366,0,11,28
25.0,3.0,0,8,24415,15838,4069,1131,2366,0,11,28
47.5,3.0,0,8,24415,15838,4069,1131,2366,0,11,28
25.0,5.4,0,8,24327,16554,4069,1131,2366,0,11,28
39.5,3.01,0,8,24327,16554,4069,1131,2366,0,11,28
55.6,5.4,0,8,24327,16554,4069,1131,2366,0,11,28
58.4,4.3,0,8,24327,16554,4069,1131,2366,0,11,28
55.6,5.4,0,8,24327,16554,4069,1131,2366,0,11,28
39.5,3.01,0,8,24327,16554,4069,1131,2366,0,11,28
55.6,5.7,0,8,24327,16554,4069,1131,2366,0,11,28
64.1,5.3,0,6,24368,16165,4069,1131,2366,0,11,28
51.5,2.8,0,6,24368,16165,4069,1131,2366,0,11,28
58.8,4.0,0,6,24368,16165,4069,1131,2366,0,11,28
41.6,6.2,0,7,24497,15820,4069,1458,2366,0,11,28
36.8,2.0,0,7,24497,15820,4069,1458,2366,0,11,28
58.6,6.5,0,7,24497,15820,4069,1458,2366,0,11,28
42.9,5.2,0,7,24497,15820,4069,1458,2366,0,11,28
46.6,3.0,0,7,24497,15820,4069,1458,2366,0,11,28
36.6,2.0,0,8,24408,15820,4069,596,2435,0,11,28
37.1,2.0,0,8,24422,15820,4069,914,2366,0,11,28
32.0,4.5,0,7,24441,15820,4069,1244,2366,0,11,28
37.8,2.0,0,7,24441,15820,4069,1244,2366,0,11,28
45.1,2.4,0,7,24471,15820,4069,486,2366,0,11,28
36.2,2.0,0,7,24471,15820,4069,486,2366,0,11,28
32.0,4.5,0,8,24519,15820,4069,681,2435,0,11,28
32.8,2.0,0,8,24519,15820,4069,681,2435,0,11,28
37.8,2.0,0,8,24382,15820,4069,917,2366,0,11,28
34.1,2.0,0,8,24483,15820,4069,878,2366,0,11,28
51.3,3.2,0,8,24485,15820,4069,518,2435,0,11,28
31.0,2.0,0,8,24485,15820,4069,518,2435,0,11,28
57.0,4.0,0,8,24485,15820,4069,518,2435,0,11,28
61.5,6.0,0,8,24485,15820,4069,518,2435,0,11,28
40.6,3.0,0,8,24485,15820,4069,518,2435,0,11,28
45.1,2.4,0,8,24484,15820,4069,431,2435,0,11,28
37.0,2.0,0,8,24484,15820,4069,431,2435,0,11,28
40.3,2.0,0,8,24451,15820,4069,1061,2366,0,11,28
36.9,2.0,0,9,24541,15820,4069,738,2366,0,11,28
46.3,2.5,0,9,24541,15820,4069,738,2366,0,11,28
39.5,2.0,0,8,24415,15820,4069,1178,2366,0,11,28
37.1,2.4,0,9,24419,16082,4069,1131,2366,0,11,28
64.8,5.4,0,7,24428,15820,4069,1314,2366,0,11,28
61.7,6.78,0,7,24428,15820,4069,1314,2366,0,11,28
43.8,6.5,0,8,24468,14604,4069,1131,2299,0,11,29
60.0,6.0,0,8,24468,14604,4069,1131,2299,0,11,29
36.0,2.0,0,8,24458,15820,4069,563,2435,0,11,28
45.1,2.4,0,8,24458,15820,4069,563,2435,0,11,28
50.3,3.01,0,8,24404,15873,4069,1131,2366,0,11,28
58.3,4.4,0,8,24404,15873,4069,1131,2366,0,11,28
65.0,5.7,0,8,24404,15873,4069,1131,2366,0,11,28
64.4,5.7,0,8,24404,15873,4069,1131,2366,0,11,28
66.0,5.4,0,8,24403,16495,4069,1131,2366,0,11,28
65.7,5.7,0,8,24403,16495,4069,1131,2366,0,11,28
62.7,6.78,0,8,24403,16495,4069,1131,2366,0,11,28
65.0,5.7,0,8,24403,16495,4069,1131,2366,0,11,28
52.4,3.01,0,8,24403,16495,4069,1131,2366,0,11,28
49.4,3.01,0,8,24406,15994,4069,1131,2366,0,11,28
63.7,5.42,0,8,24406,15994,4069,1131,2366,0,11,28
25.0,5.4,0,8,24406,15994,4069,1131,2366,0,11,28
63.3,5.7,0,8,24406,15994,4069,1131,2366,0,11,28
65.0,5.7,0,8,24377,15557,4069,1131,2366,0,11,28
60.4,5.7,0,8,24377,15557,4069,1131,2366,0,11,28
45.7,3.01,0,8,24377,15557,4069,1131,2366,0,11,28
65.0,5.4,0,8,24458,16039,4069,1131,2434,0,11,27
66.1,5.4,0,8,24458,16039,4069,1131,2434,0,11,27
32.3,2.4,0,8,24452,14953,4069,1131,2297,0,11,28
59.0,6.5,0,8,24468,14604,4069,1131,2297,0,11,30
42.6,3.0,0,8,24468,14604,4069,1131,2297,0,11,30
50.0,3.0,0,8,24468,14604,4069,1131,2297,0,11,30
47.4,3.0,0,8,24468,14604,4069,1131,2297,0,11,30
46.3,5.5,0,8,24468,14604,4069,1131,2297,0,11,30
25.0,6.5,0,8,24468,14604,4069,1131,2297,0,11,30
34.0,2.0,0,8,24401,15680,4069,1131,2366,0,11,28
26.4,6.0,0,8,24401,15680,4069,1131,2366,0,11,28
36.3,2.2,0,8,24401,15680,4069,1131,2366,0,11,28
-1.0,2.2,0,8,24401,15680,4069,1131,2366,0,11,28
51.1,3.0,0,8,24445,15820,4069,1713,2298,0,11,29
25.0,3.0,0,8,24445,15820,4069,1713,2298,0,11,29
64.3,5.42,0,8,24441,15319,4069,1131,2366,0,11,28
25.0,5.4,0,8,24441,15319,4069,1131,2366,0,11,28
25.0,3.0,0,8,24445,14622,4069,1131,2299,0,11,28
48.7,3.0,0,8,24445,14622,4069,1131,2299,0,11,28
25.0,3.0,0,8,24549,15086,4069,1131,2366,0,11,28
49.4,3.0,0,8,24549,15086,4069,1131,2366,0,11,28
25.0,3.0,0,8,24514,15761,4069,1131,2366,0,11,28
49.1,3.0,0,8,24514,15761,4069,1131,2366,0,11,28
62.1,5.4,0,8,24514,15761,4069,1131,2366,0,11,28
60.1,5.4,0,8,24517,15260,4069,1131,2366,0,11,28
46.2,3.0,0,8,24517,15260,4069,1131,2366,0,11,28
60.1,5.4,0,8,24517,15260,4069,1131,2366,0,11,28
25.0,5.4,0,8,24517,15260,4069,1131,2366,0,11,28
38.5,1.99,0,8,24488,14823,4069,1131,2366,0,11,28
50.2,2.8,0,8,24488,14823,4069,1131,2366,0,11,28
46.6,3.0,0,8,24586,15082,4069,1131,2366,0,11,28
25.0,3.0,0,8,24586,15082,4069,1131,2366,0,11,28
54.0,3.0,0,10,24454,15420,4069,1131,2366,0,10,28
51.5,3.0,0,10,24454,15420,4069,1131,2366,0,10,28
25.0,3.0,0,10,24454,15420,4069,1131,2366,0,10,28
25.0,5.4,0,8,24441,15319,4069,1131,2366,0,11,28
63.2,5.42,0,8,24441,15319,4069,1131,2366,0,11,28
25.0,5.4,0,8,24470,15502,4069,1131,2366,0,11,29
65.4,5.35,0,8,24470,15502,4069,1131,2366,0,11,29
63.5,5.42,0,8,24441,15319,4069,1131,2366,0,11,28
25.0,5.4,0,8,24441,15319,4069,1131,2366,0,11,28
71.6,5.4,0,8,24481,16021,4069,1131,2435,0,11,27
67.6,5.4,0,9,24425,15006,4069,1131,2435,0,11,27
56.0,3.0,0,9,24425,15006,4069,1131,2435,0,11,27
25.0,5.4,0,9,24425,15006,4069,1131,2435,0,11,27
56.2,3.8,0,9,24425,15006,4069,1131,2435,0,11,27
55.2,3.02,0,9,24425,15006,4069,1131,2435,0,11,27
64.5,5.4,0,8,24406,15994,4069,1131,2366,0,11,28
25.0,5.4,0,8,24406,15994,4069,1131,2366,0,11,28
38.6,3.0,0,8,24389,15164,4069,1131,2300,0,11,28
44.1,3.0,0,8,24409,15383,4069,1131,2366,0,11,28
47.0,3.0,0,8,24409,15383,4069,1131,2366,0,11,28
46.0,3.0,0,8,24409,15383,4069,1131,2366,0,11,28
25.0,3.0,0,8,24409,15383,4069,1131,2366,0,11,28
25.0,5.4,0,8,24440,15941,4069,1131,2366,0,11,28
60.8,5.4,0,8,24440,15941,4069,1131,2366,0,11,28
60.8,5.42,0,8,24440,15941,4069,1131,2366,0,11,28
25.0,5.4,0,8,24411,15504,4069,1131,2366,0,11,28
64.4,5.35,0,8,24411,15504,4069,1131,2366,0,11,28
63.4,5.7,0,8,24441,15319,4069,1131,2366,0,11,28
64.0,5.42,0,8,24441,15319,4069,1131,2366,0,11,28
60.6,4.7,0,8,24441,15319,4069,1131,2366,0,11,28
25.0,5.7,0,8,24441,15319,4069,1131,2366,0,11,28
49.8,3.01,0,8,24441,15319,4069,1131,2366,0,11,28
59.7,5.7,0,8,24412,14882,4069,1131,2366,0,11,28
65.0,5.7,0,8,24412,14882,4069,1131,2366,0,11,28
58.3,4.4,0,8,24412,14882,4069,1131,2366,0,11,28
45.2,3.01,0,8,24412,14882,4069,1131,2366,0,11,28
25.0,3.0,0,8,24452,14953,4069,1131,2299,0,11,28
49.1,3.0,0,8,24452,14953,4069,1131,2299,0,11,28
31.3,3.0,0,8,24549,15086,4069,1131,2366,0,11,28
35.6,3.0,0,8,24515,15139,4069,1131,2366,0,11,28
37.8,3.0,0,8,24514,15761,4069,1131,2366,0,11,28
25.0,3.0,0,8,24517,15260,4069,1131,2366,0,11,28
42.4,3.0,0,8,24517,15260,4069,1131,2366,0,11,28
25.0,3.0,0,8,24445,14622,4069,1131,2299,0,11,29
44.1,3.0,0,8,24445,14622,4069,1131,2299,0,11,29
25.0,3.0,0,8,24488,14823,4069,1131,2366,0,11,28
38.6,3.0,0,8,24488,14823,4069,1131,2366,0,11,28
39.3,3.0,0,8,24488,14823,4069,1131,2366,0,11,28
42.5,3.0,0,8,24488,14823,4069,1131,2366,0,11,28
32.4,3.0,0,8,24586,15082,4069,1131,2366,0,11,29
42.3,2.0,0,8,24475,14100,4069,1131,2299,0,11,28
64.9,6.5,0,8,24475,14100,4069,1131,2299,0,11,28
49.0,3.2,0,8,24475,14100,4069,1131,2299,0,11,28
51.0,3.0,0,8,24445,14622,4069,1131,2299,0,11,28
25.0,3.0,0,8,24445,14622,4069,1131,2299,0,11,28
65.0,6.8,0,8,24468,14604,4069,1131,2299,0,11,28
65.2,5.4,0,8,24468,14604,4069,1131,2299,0,11,28
62.4,6.78,0,8,24468,14604,4069,1131,2299,0,11,28
65.3,5.4,0,8,24468,14604,4069,1131,2299,0,11,28
51.0,4.3,0,9,24448,15820,4069,948,2366,0,10,29
39.2,2.0,0,9,24448,15820,4069,948,2366,0,10,29
62.0,6.7,0,9,24448,15820,4069,948,2366,0,10,29
58.7,6.7,0,9,24448,15820,4069,948,2366,0,10,29
63.3,5.42,0,8,24441,15820,4069,1548,2366,0,11,28
25.0,5.4,0,8,24441,15820,4069,1548,2366,0,11,28
30.7,7.0,0,8,24399,15820,4069,2704,2298,0,11,28
23.5,7.0,0,8,24399,15820,4069,2704,2298,0,11,28
40.0,2.0,0,9,24534,17012,4069,1131,2366,0,11,28
63.0,6.0,0,9,24534,17012,4069,1131,2366,0,11,28
62.0,4.0,0,9,24534,17012,4069,1131,2366,0,11,28
41.0,2.0,0,8,24408,16342,4069,1131,2366,0,11,28
41.0,2.0,0,8,24431,16324,4069,1131,2366,0,11,28
25.0,5.4,0,8,24441,15820,4069,1548,2366,0,11,28
60.4,5.42,0,8,24441,15820,4069,1548,2366,0,11,28
42.7,2.0,0,8,24475,15820,4069,2539,2298,0,11,28
66.8,6.5,0,8,24475,15820,4069,2539,2298,0,11,28
54.5,3.0,0,8,24475,15820,4069,2539,2298,0,11,28
42.7,2.0,0,8,24475,15820,4069,2539,2298,0,11,28
49.4,4.0,0,8,24475,15820,4069,2539,2298,0,11,28
67.8,5.4,0,8,24475,15820,4069,2539,2298,0,11,28
42.7,2.0,0,8,24475,15820,4069,2539,2298,0,11,28
66.8,6.5,0,8,24475,15820,4069,2539,2298,0,11,28
50.6,3.0,0,8,24445,15820,4069,1713,2298,0,11,28
25.0,3.0,0,8,24445,15820,4069,1713,2298,0,11,28
61.6,5.42,0,8,24440,15941,4069,1131,2366,0,11,28
25.0,5.4,0,8,24440,15941,4069,1131,2366,0,11,28
63.4,5.35,0,8,24411,15504,4069,1131,2366,0,11,28
25.0,5.4,0,8,24411,15504,4069,1131,2366,0,11,28
63.0,6.5,0,8,24475,14100,4069,1131,2299,0,11,28
39.3,3.5,0,8,24475,14100,4069,1131,2299,0,11,28
53.3,5.5,0,8,24475,14100,4069,1131,2299,0,11,28
46.9,4.0,0,8,24475,14100,4069,1131,2299,0,11,28
62.1,4.9,0,8,24475,14100,4069,1131,2299,0,11,28
50.8,6.5,0,8,24475,14100,4069,1131,2299,0,11,28
50.3,3.0,0,8,24445,14622,4069,1131,2300,0,11,28
25.0,3.0,0,8,24445,14622,4069,1131,2300,0,11,28
56.3,6.5,0,9,24442,15229,4069,1131,2366,0,10,28
28.3,2.0,0,9,24442,15229,4069,1131,2366,0,10,28
63.0,6.5,0,9,24442,15229,4069,1131,2366,0,10,28
62.6,5.4,0,8,24441,15319,4069,1131,2366,0,11,28
26.8,7.0,0,8,24399,14159,4069,1131,2298,0,11,28
25.0,7.0,0,8,24399,14159,4069,1131,2298,0,11,28
64.7,6.5,0,7,24396,14683,4069,1131,2366,0,10,28
64.6,6.5,0,7,24396,14683,4069,1131,2366,0,10,28
42.2,2.0,0,7,24396,14683,4069,1131,2366,0,10,28
65.0,6.5,0,7,24396,14683,4069,1131,2366,0,10,28
59.0,6.5,0,8,24458,15820,4069,563,2434,0,11,27
63.0,6.5,0,8,24458,15820,4069,563,2434,0,11,27
52.0,4.2,0,8,24458,15820,4069,563,2434,0,11,27
31.0,2.0,0,8,24458,15820,4069,563,2434,0,11,27
65.0,5.4,0,8,24391,15820,4069,1744,2298,0,11,29
55.2,5.4,0,8,24391,15820,4069,1744,2298,0,11,29
67.6,6.2,0,8,24454,15820,4069,1348,2366,0,11,29
67.8,6.2,0,8,24454,15820,4069,1348,2366,0,11,29
66.0,6.5,0,8,24454,15820,4069,1348,2366,0,11,29
69.0,6.0,0,8,24454,15820,4069,1348,2366,0,11,29
63.0,6.5,0,8,24474,15820,4069,780,2436,0,11,28
64.7,5.4,0,8,24440,15941,4069,1131,2366,0,11,28
25.0,5.4,0,8,24440,15941,4069,1131,2366,0,11,28
25.0,3.0,0,8,24445,14622,4069,1131,2298,0,11,28
50.0,3.0,0,8,24445,14622,4069,1131,2298,0,11,28
51.7,3.01,0,8,24461,15802,4069,1131,2366,0,11,28
52.0,3.0,0,8,24461,15802,4069,1131,2366,0,11,28
52.0,3.0,0,8,24481,16021,4069,1131,2434,0,11,28
52.0,3.01,0,8,24481,16021,4069,1131,2434,0,11,28
52.0,3.0,0,8,24579,16280,4069,1131,2434,0,11,28
51.8,3.01,0,8,24579,16280,4069,1131,2434,0,11,28
52.2,3.01,0,8,24542,16140,4069,1131,2434,0,11,28
52.0,3.0,0,8,24542,16140,4069,1131,2434,0,11,28
25.0,3.0,0,8,24549,15086,4069,1131,2366,0,11,28
40.5,3.0,0,8,24549,15086,4069,1131,2366,0,11,28
25.0,3.0,0,8,24515,15139,4069,1131,2366,0,11,28
42.8,3.0,0,8,24515,15139,4069,1131,2366,0,11,28
53.0,5.5,0,9,24517,15237,4069,1131,2298,0,11,29
38.8,3.0,0,9,24517,15237,4069,1131,2298,0,11,29
44.9,3.3,0,9,24517,15237,4069,1131,2298,0,11,29
47.9,3.5,0,9,24517,15237,4069,1131,2298,0,11,29
54.2,5.45,0,9,24517,15237,4069,1131,2298,0,11,29
51.4,3.7,0,9,24517,15237,4069,1131,2298,0,11,29
25.0,3.0,0,8,24514,15761,4069,1131,2366,0,11,28
41.6,3.0,0,8,24514,15761,4069,1131,2366,0,11,28
44.1,3.0,0,8,24445,14622,4069,1131,2298,0,11,29
25.0,3.0,0,8,24445,14622,4069,1131,2298,0,11,29
25.0,3.0,0,8,24488,14823,4069,1131,2366,0,11,28
44.2,3.0,0,8,24488,14823,4069,1131,2366,0,11,28
65.9,5.4,0,7,24471,14691,4069,1131,2299,0,11,30
65.0,6.8,0,7,24471,14691,4069,1131,2299,0,11,30
63.3,6.78,0,7,24471,14691,4069,1131,2299,0,11,30
49.8,3.0,0,8,24445,14622,4069,1131,2299,0,11,30
25.0,3.0,0,8,24445,14622,4069,1131,2299,0,11,30
52.4,2.83,0,8,24488,14823,4069,1131,2366,0,11,28
43.1,2.03,0,8,24488,14823,4069,1131,2366,0,11,28
67.2,5.4,0,8,24488,14823,4069,1131,2366,0,11,28
54.5,3.0,0,8,24488,14823,4069,1131,2366,0,11,28
25.0,5.4,0,8,24488,14823,4069,1131,2366,0,11,28
36.4,2.0,0,8,24399,14159,4069,1131,2298,0,11,28
12.0,2.0,0,8,24399,14159,4069,1131,2298,0,11,28
60.0,5.4,0,8,24441,15820,3876,1131,2366,0,11,28
25.0,5.4,0,8,24441,15820,3876,1131,2366,0,11,28
55.0,5.5,0,8,24406,15820,3617,1131,2366,0,10,29
55.2,5.4,0,8,24440,15820,3105,1131,2366,0,11,28
25.0,5.4,0,8,24440,15820,3105,1131,2366,0,11,28
65.0,6.8,0,10,24454,15820,4069,1388,2366,0,11,28
66.5,5.4,0,10,24454,15820,4069,1388,2366,0,11,28
63.8,6.78,0,10,24454,15820,4069,1388,2366,0,11,28
68.2,5.4,0,9,24448,15820,4069,948,2366,0,11,28
25.0,5.4,0,9,24448,15820,4069,948,2366,0,11,28
66.7,5.4,0,9,24412,15820,4069,1065,2366,0,11,28
25.0,5.4,0,9,24412,15820,4069,1065,2366,0,11,28
25.0,5.4,0,9,24435,15820,4069,1018,2366,0,11,28
67.3,5.4,0,9,24435,15820,4069,1018,2366,0,11,28
59.4,5.4,0,8,24440,15820,3105,1131,2366,0,11,28
25.0,5.4,0,8,24440,15820,3105,1131,2366,0,11,28
70.8,5.4,0,9,24486,15269,4069,1131,2434,0,10,28
65.2,5.4,0,9,24450,15060,4069,1131,2366,0,10,29
65.0,5.4,0,9,24450,15060,4069,1131,2366,0,10,29
70.6,5.4,0,9,24454,15443,4069,1131,2434,0,10,28
64.5,5.4,0,9,24418,14799,4069,1131,2366,0,10,29
65.0,5.4,0,9,24418,14799,4069,1131,2366,0,10,29
55.5,3.0,0,8,24437,16442,4069,1131,2366,0,11,28
41.4,2.0,0,8,24437,16442,4069,1131,2366,0,11,28
67.2,5.4,0,8,24437,16442,4069,1131,2366,0,11,28
48.9,2.5,0,8,24437,16442,4069,1131,2366,0,11,28
56.4,3.0,0,8,24437,16442,4069,1131,2366,0,11,28
65.6,6.5,0,8,24437,16442,4069,1131,2366,0,11,28
44.9,2.0,0,8,24437,16442,4069,1131,2366,0,11,28
62.4,6.5,0,8,24440,15941,4069,1131,2366,0,11,28
41.0,2.0,0,8,24440,15941,4069,1131,2366,0,11,28
53.3,4.2,0,8,24440,15941,4069,1131,2366,0,11,28
47.1,3.0,0,8,24398,14781,4069,1131,2299,0,11,28
26.8,2.0,0,8,24398,14781,4069,1131,2299,0,11,28
46.2,2.5,0,8,24398,14781,4069,1131,2299,0,11,28
37.0,2.5,0,8,24398,14781,4069,1131,2299,0,11,28
34.9,2.0,0,8,24368,15303,4069,1131,2299,0,11,28
53.3,4.2,0,8,24368,15303,4069,1131,2299,0,11,28
60.1,6.5,0,8,24368,15303,4069,1131,2299,0,11,28
49.2,3.0,0,8,24391,15285,4069,1131,2299,0,11,28
35.8,2.0,0,8,24391,15285,4069,1131,2299,0,11,28
49.0,3.2,0,8,24391,15285,4069,1131,2299,0,11,28
30.3,2.0,0,8,24391,15285,4069,1131,2299,0,11,28
39.8,2.5,0,8,24391,15285,4069,1131,2299,0,11,28
58.7,6.5,0,8,24391,15285,4069,1131,2299,0,11,28
39.8,2.0,0,8,24411,15504,4069,1131,2366,0,11,28
63.5,6.5,0,8,24411,15504,4069,1131,2366,0,11,28
39.8,2.0,0,8,24411,15504,4069,1131,2366,0,11,28
53.3,4.2,0,8,24411,15504,4069,1131,2366,0,11,28
56.7,6.5,0,8,24509,15763,4069,1131,2366,0,11,28
25.5,2.0,0,8,24509,15763,4069,1131,2366,0,11,28
32.4,2.0,0,8,24472,15623,4069,1131,2366,0,11,28
58.8,6.5,0,8,24472,15623,4069,1131,2366,0,11,28
53.3,4.2,0,8,24472,15623,4069,1131,2366,0,11,28
