Cluster Name	Count of Member
1806_Tm=55.7	3
24960_Tm=33.5	3
22765_Tm=31.2	3
20052_Tm=48.8	3
22778_Tm=47.9	3
18133_Tm=43.1	3
22785_Tm=45.3	3
25281_Tm=51.5	3
22840_Tm=42.4	3
25326_Tm=52.1	3
22884_Tm=44.1	3
25348_Tm=68.2	3
22980_Tm=52.9	3
25373_Tm=47.0	3
23043_Tm=51.0	3
25495_Tm=42.7	3
23051_Tm=49.8	3
25509_Tm=40.1	3
23109_Tm=50.6	3
23152_Tm=49.6	3
25518_Tm=53.4	3
11443_Tm=46.5	3
13139_Tm=48.0	3
16152_Tm=47.0	3
11688_Tm=47.8	3
17689_Tm=43.9	3
13627_Tm=82.2	3
12588_Tm=46.4	3
13629_Tm=37.2	3
10941_Tm=45.0	3
117_Tm=41.2	3
17362_Tm=46.6	3
13659_Tm=53.9	3
15312_Tm=45.8	3
10962_Tm=46.7	3
15559_Tm=47.7	3
11125_Tm=38.3	3
15983_Tm=74.4	3
13710_Tm=43.6	3
12944_Tm=42.0	3
13733_Tm=74.1	3
16436_Tm=48.5	3
11130_Tm=52.5	3
1718_Tm=56.9	3
11739_Tm=46.2	3
17413_Tm=55.5	3
10557_Tm=39.5	3
10741_Tm=35.8	3
11762_Tm=43.6	3
10203_Tm=89.6	3
11149_Tm=46.6	3
12502_Tm=41.3	3
11804_Tm=49.6	3
10860_Tm=48.4	3
11815_Tm=40.6	3
10217_Tm=57.0	3
10100_Tm=35.3	3
11573_Tm=50.1	3
13922_Tm=53.5	3
10513_Tm=39.0	3
10587_Tm=50.9	3
12956_Tm=25.0	3
10139_Tm=38.0	3
13098_Tm=48.8	3
11229_Tm=49.7	3
16460_Tm=77.1	3
11858_Tm=38.0	3
16535_Tm=39.5	3
14118_Tm=73.0	3
17326_Tm=50.4	3
11257_Tm=49.6	3
13226_Tm=73.0	3
10617_Tm=57.5	3
17454_Tm=41.1	3
11908_Tm=45.0	3
10536_Tm=43.7	3
10661_Tm=35.6	3
10188_Tm=49.4	3
11925_Tm=43.9	3
12460_Tm=55.3	3
11934_Tm=50.0	3
15322_Tm=45.6	3
11951_Tm=49.0	3
15389_Tm=53.1	3
14392_Tm=87.6	3
10839_Tm=52.6	3
11279_Tm=36.7	3
15636_Tm=43.4	3
14467_Tm=35.9	3
12558_Tm=41.7	3
14474_Tm=58.5	3
11511_Tm=53.2	3
14481_Tm=51.9	3
10867_Tm=45.5	3
10323_Tm=46.7	3
11567_Tm=55.8	3
11369_Tm=41.9	3
16108_Tm=42.3	3
12078_Tm=38.3	3
101_Tm=52.6	3
14697_Tm=48.8	3
11656_Tm=46.8	3
14738_Tm=70.4	3
16303_Tm=53.2	3
10176_Tm=50.9	3
16408_Tm=43.4	3
14805_Tm=38.2	3
16420_Tm=51.5	3
1210_Tm=33.7	3
16434_Tm=42.4	3
10720_Tm=37.2	3
1645_Tm=50.1	3
14901_Tm=89.4	3
13099_Tm=51.8	3
14919_Tm=71.7	3
13188_Tm=67.7	3
11391_Tm=49.0	3
13191_Tm=56.4	3
15019_Tm=42.7	3
1730_Tm=49.9	3
15032_Tm=48.4	3
13193_Tm=49.8	3
10735_Tm=33.5	3
17389_Tm=61.9	3
15071_Tm=42.4	3
17410_Tm=85.9	3
15105_Tm=33.7	3
17443_Tm=69.9	3
15111_Tm=49.4	3
13239_Tm=40.2	3
12254_Tm=51.4	3
13255_Tm=39.3	3
12280_Tm=46.3	3
11414_Tm=49.0	3
17729_Tm=44.3	3
12912_Tm=57.8	3
17906_Tm=68.5	3
12926_Tm=50.0	3
13259_Tm=65.1	3
9697_Tm=68.3	2
8610_Tm=46.4	2
5533_Tm=39.4	2
3943_Tm=47.2	2
9140_Tm=43.8	2
5872_Tm=51.8	2
775_Tm=50.2	2
5875_Tm=51.3	2
8316_Tm=48.7	2
5881_Tm=47.4	2
8955_Tm=49.8	2
3946_Tm=50.3	2
9445_Tm=70.1	2
4571_Tm=48.5	2
4275_Tm=49.5	2
5892_Tm=46.5	2
5474_Tm=43.3	2
4572_Tm=57.5	2
8192_Tm=44.2	2
4582_Tm=43.0	2
8491_Tm=48.4	2
3574_Tm=53.0	2
5672_Tm=40.9	2
592_Tm=44.6	2
9030_Tm=61.1	2
5920_Tm=43.8	2
9308_Tm=40.3	2
5921_Tm=43.8	2
9623_Tm=55.9	2
5923_Tm=60.3	2
9810_Tm=61.1	2
5924_Tm=37.3	2
5423_Tm=42.0	2
4601_Tm=54.4	2
7817_Tm=45.6	2
4617_Tm=58.6	2
791_Tm=60.0	2
3957_Tm=48.4	2
8111_Tm=50.3	2
4625_Tm=49.0	2
8266_Tm=40.8	2
5963_Tm=48.0	2
5606_Tm=33.2	2
4627_Tm=69.2	2
8584_Tm=44.8	2
5974_Tm=45.7	2
8686_Tm=47.5	2
4630_Tm=46.9	2
891_Tm=51.1	2
5982_Tm=67.1	2
8998_Tm=51.2	2
3962_Tm=43.7	2
907_Tm=52.4	2
5990_Tm=49.7	2
9243_Tm=71.1	2
4644_Tm=52.4	2
939_Tm=59.1	2
6014_Tm=71.8	2
5802_Tm=52.0	2
6021_Tm=41.7	2
9676_Tm=59.3	2
3969_Tm=46.4	2
5850_Tm=49.5	2
3740_Tm=52.0	2
7536_Tm=49.0	2
6038_Tm=44.1	2
7597_Tm=53.3	2
6042_Tm=46.8	2
7722_Tm=40.4	2
4668_Tm=70.7	2
7775_Tm=50.1	2
4671_Tm=52.4	2
5460_Tm=47.3	2
6056_Tm=50.3	2
7884_Tm=49.2	2
3752_Tm=49.0	2
794_Tm=45.9	2
4004_Tm=44.6	2
8065_Tm=50.8	2
3583_Tm=40.9	2
8156_Tm=82.3	2
6087_Tm=54.0	2
5563_Tm=39.2	2
609_Tm=46.4	2
8305_Tm=70.2	2
4041_Tm=38.4	2
838_Tm=42.1	2
6096_Tm=38.7	2
561_Tm=43.4	2
6102_Tm=54.2	2
5632_Tm=47.3	2
6104_Tm=49.8	2
8594_Tm=45.5	2
4043_Tm=49.4	2
8654_Tm=50.0	2
6112_Tm=58.4	2
8748_Tm=49.3	2
6125_Tm=53.6	2
5703_Tm=47.5	2
6128_Tm=44.9	2
5712_Tm=49.4	2
6132_Tm=39.2	2
8970_Tm=53.7	2
4714_Tm=51.0	2
9007_Tm=38.7	2
6150_Tm=44.3	2
9050_Tm=48.5	2
6151_Tm=53.9	2
9123_Tm=37.5	2
6160_Tm=44.8	2
921_Tm=48.1	2
6165_Tm=60.3	2
5770_Tm=47.5	2
6169_Tm=37.5	2
9346_Tm=50.5	2
3769_Tm=50.9	2
5787_Tm=60.6	2
3536_Tm=60.4	2
9480_Tm=47.0	2
4724_Tm=44.7	2
4502_Tm=47.7	2
6205_Tm=46.5	2
9634_Tm=45.8	2
621_Tm=48.8	2
9687_Tm=47.8	2
6212_Tm=40.1	2
9737_Tm=52.9	2
4727_Tm=48.2	2
9781_Tm=72.4	2
6229_Tm=40.9	2
7529_Tm=47.2	2
4729_Tm=38.8	2
7560_Tm=52.7	2
6243_Tm=50.3	2
5380_Tm=37.2	2
6251_Tm=43.9	2
3553_Tm=47.4	2
379_Tm=52.8	2
7714_Tm=58.7	2
4103_Tm=47.2	2
3868_Tm=51.9	2
3603_Tm=50.4	2
4296_Tm=48.0	2
4753_Tm=47.7	2
5452_Tm=45.3	2
4757_Tm=50.1	2
3530_Tm=52.1	2
4109_Tm=46.7	2
786_Tm=55.1	2
4763_Tm=71.5	2
3713_Tm=44.4	2
4118_Tm=41.6	2
7908_Tm=40.3	2
6304_Tm=42.0	2
7918_Tm=71.2	2
6312_Tm=57.5	2
5526_Tm=44.6	2
4775_Tm=46.7	2
7992_Tm=52.9	2
6317_Tm=43.9	2
3725_Tm=60.6	2
4785_Tm=50.1	2
8118_Tm=44.9	2
4787_Tm=45.3	2
8177_Tm=55.0	2
4798_Tm=73.9	2
5560_Tm=40.7	2
634_Tm=49.8	2
8245_Tm=43.8	2
9829_Tm=85.4	2
3906_Tm=48.4	2
4800_Tm=51.7	2
4352_Tm=49.2	2
412_Tm=73.0	2
8342_Tm=47.1	2
6350_Tm=50.7	2
8392_Tm=38.4	2
4808_Tm=53.3	2
8441_Tm=47.6	2
4124_Tm=78.3	2
8472_Tm=60.4	2
4815_Tm=46.8	2
5620_Tm=39.5	2
6373_Tm=43.1	2
8553_Tm=51.7	2
6374_Tm=48.2	2
8587_Tm=46.2	2
4832_Tm=34.9	2
8603_Tm=58.8	2
6395_Tm=56.0	2
862_Tm=48.8	2
6399_Tm=44.9	2
8667_Tm=53.5	2
4127_Tm=50.6	2
8697_Tm=73.1	2
4131_Tm=53.3	2
8768_Tm=45.4	2
6417_Tm=44.9	2
8847_Tm=71.5	2
6419_Tm=59.8	2
888_Tm=33.5	2
6420_Tm=42.3	2
8915_Tm=43.4	2
6424_Tm=41.3	2
4446_Tm=53.1	2
4841_Tm=42.2	2
8964_Tm=47.7	2
6438_Tm=52.5	2
8982_Tm=51.0	2
4140_Tm=48.5	2
9_Tm=49.7	2
6446_Tm=49.4	2
5716_Tm=44.5	2
6449_Tm=45.7	2
9036_Tm=54.4	2
6468_Tm=46.2	2
9062_Tm=56.9	2
6469_Tm=42.9	2
9096_Tm=53.0	2
4850_Tm=46.5	2
9126_Tm=41.3	2
6471_Tm=50.5	2
4460_Tm=65.2	2
6473_Tm=53.4	2
4481_Tm=64.2	2
4144_Tm=43.5	2
3732_Tm=48.2	2
4152_Tm=62.3	2
9297_Tm=47.3	2
4153_Tm=56.7	2
9317_Tm=74.6	2
6495_Tm=47.7	2
9368_Tm=56.1	2
6515_Tm=51.1	2
9398_Tm=70.8	2
6519_Tm=40.2	2
9434_Tm=46.2	2
6520_Tm=52.2	2
9463_Tm=40.4	2
4894_Tm=71.7	2
5796_Tm=44.8	2
4895_Tm=69.1	2
9507_Tm=73.4	2
6538_Tm=49.7	2
9606_Tm=56.7	2
6565_Tm=52.4	2
9629_Tm=38.2	2
4899_Tm=42.3	2
9660_Tm=75.2	2
4905_Tm=69.3	2
9685_Tm=71.5	2
4155_Tm=46.6	2
9690_Tm=49.0	2
4170_Tm=48.0	2
3927_Tm=55.1	2
4172_Tm=42.0	2
9748_Tm=47.2	2
6593_Tm=46.4	2
5854_Tm=67.5	2
6595_Tm=45.8	2
9796_Tm=34.2	2
4931_Tm=42.8	2
9820_Tm=46.2	2
4173_Tm=50.8	2
7534_Tm=44.3	2
4940_Tm=39.3	2
4268_Tm=67.8	2
6615_Tm=51.8	2
7565_Tm=51.3	2
6617_Tm=57.1	2
5378_Tm=49.8	2
4941_Tm=68.0	2
5401_Tm=48.3	2
6638_Tm=48.4	2
5402_Tm=44.6	2
6639_Tm=47.1	2
7664_Tm=70.4	2
4943_Tm=38.4	2
7710_Tm=34.8	2
6642_Tm=58.7	2
772_Tm=52.8	2
3803_Tm=45.6	2
7726_Tm=64.8	2
6648_Tm=52.5	2
3876_Tm=42.2	2
6668_Tm=37.2	2
7753_Tm=70.6	2
4181_Tm=56.1	2
430_Tm=51.8	2
4953_Tm=79.1	2
7777_Tm=47.2	2
3539_Tm=60.9	2
7782_Tm=47.3	2
4965_Tm=47.9	2
7833_Tm=40.9	2
4971_Tm=47.8	2
7846_Tm=82.3	2
4188_Tm=49.4	2
785_Tm=46.9	2
6717_Tm=42.2	2
5467_Tm=44.4	2
6720_Tm=35.4	2
7873_Tm=69.3	2
6723_Tm=45.1	2
5488_Tm=45.0	2
6726_Tm=45.2	2
5507_Tm=42.1	2
6735_Tm=40.3	2
7909_Tm=51.2	2
4986_Tm=55.6	2
5510_Tm=67.5	2
6760_Tm=46.5	2
5512_Tm=42.0	2
6762_Tm=51.8	2
5518_Tm=49.0	2
6764_Tm=61.1	2
5532_Tm=36.9	2
4991_Tm=67.3	2
7990_Tm=47.9	2
4192_Tm=53.6	2
3535_Tm=45.5	2
6787_Tm=57.3	2
5536_Tm=39.4	2
5_Tm=48.4	2
8107_Tm=46.1	2
5003_Tm=41.5	2
5556_Tm=38.7	2
3547_Tm=56.3	2
8154_Tm=79.9	2
6818_Tm=45.3	2
817_Tm=54.3	2
5014_Tm=45.2	2
3902_Tm=55.9	2
6840_Tm=48.1	2
4323_Tm=45.6	2
6842_Tm=38.6	2
8226_Tm=38.7	2
4201_Tm=51.2	2
5565_Tm=45.9	2
5031_Tm=37.9	2
5567_Tm=61.0	2
6856_Tm=42.4	2
5572_Tm=71.7	2
6859_Tm=46.1	2
8302_Tm=47.1	2
6865_Tm=50.6	2
434_Tm=47.4	2
5037_Tm=71.2	2
8314_Tm=42.0	2
504_Tm=50.8	2
8322_Tm=57.4	2
6898_Tm=58.4	2
8352_Tm=53.0	2
5042_Tm=66.0	2
5592_Tm=39.9	2
3610_Tm=41.4	2
8410_Tm=52.3	2
5048_Tm=50.8	2
8430_Tm=67.8	2
692_Tm=45.6	2
8442_Tm=43.1	2
6931_Tm=44.3	2
8468_Tm=51.2	2
5050_Tm=79.0	2
848_Tm=42.4	2
6944_Tm=46.5	2
8515_Tm=43.3	2
4210_Tm=46.3	2
4354_Tm=41.6	2
5061_Tm=61.4	2
8543_Tm=48.9	2
6952_Tm=43.5	2
8571_Tm=56.3	2
6954_Tm=51.4	2
5644_Tm=47.1	2
696_Tm=47.4	2
8592_Tm=46.6	2
6961_Tm=66.2	2
4374_Tm=41.5	2
3550_Tm=48.4	2
3568_Tm=51.0	2
3624_Tm=58.1	2
8614_Tm=44.6	2
6976_Tm=50.7	2
8645_Tm=47.2	2
6977_Tm=48.7	2
8659_Tm=39.4	2
6985_Tm=46.2	2
8680_Tm=45.1	2
5107_Tm=55.8	2
8691_Tm=43.2	2
6993_Tm=55.9	2
440_Tm=46.3	2
7001_Tm=41.9	2
8767_Tm=41.3	2
5124_Tm=47.9	2
5662_Tm=51.1	2
515_Tm=61.7	2
5684_Tm=47.8	2
7048_Tm=62.9	2
8854_Tm=42.2	2
7067_Tm=47.6	2
8861_Tm=57.4	2
707_Tm=39.6	2
3913_Tm=40.9	2
7073_Tm=53.3	2
8912_Tm=53.8	2
7076_Tm=52.7	2
892_Tm=51.1	2
7081_Tm=55.4	2
8938_Tm=51.6	2
7094_Tm=42.4	2
8947_Tm=49.5	2
521_Tm=55.1	2
8961_Tm=55.5	2
710_Tm=51.0	2
897_Tm=56.3	2
5265_Tm=45.0	2
8972_Tm=47.6	2
7109_Tm=46.1	2
8988_Tm=48.4	2
5272_Tm=59.5	2
8999_Tm=69.8	2
5276_Tm=60.9	2
9004_Tm=53.6	2
528_Tm=42.9	2
9021_Tm=47.1	2
713_Tm=62.3	2
9026_Tm=50.7	2
7144_Tm=63.7	2
9034_Tm=62.8	2
7146_Tm=66.8	2
9039_Tm=53.8	2
4232_Tm=51.3	2
9055_Tm=43.5	2
7158_Tm=49.7	2
9068_Tm=60.5	2
7163_Tm=42.3	2
9076_Tm=44.7	2
7177_Tm=50.1	2
912_Tm=55.1	2
7178_Tm=49.7	2
9125_Tm=45.5	2
7182_Tm=49.3	2
5725_Tm=51.1	2
5287_Tm=43.0	2
9142_Tm=40.5	2
3629_Tm=56.2	2
4469_Tm=57.1	2
7195_Tm=45.8	2
5735_Tm=41.6	2
5302_Tm=48.6	2
9233_Tm=64.6	2
7198_Tm=46.4	2
9254_Tm=45.7	2
5304_Tm=76.9	2
9269_Tm=49.3	2
4247_Tm=54.9	2
9293_Tm=71.7	2
7213_Tm=35.4	2
5772_Tm=41.5	2
7224_Tm=46.8	2
9310_Tm=44.7	2
7243_Tm=40.7	2
9330_Tm=48.4	2
7254_Tm=51.2	2
9347_Tm=43.9	2
5319_Tm=50.5	2
9374_Tm=76.9	2
7268_Tm=40.5	2
578_Tm=57.2	2
7273_Tm=55.0	2
3919_Tm=56.9	2
7285_Tm=50.0	2
9422_Tm=49.7	2
7292_Tm=37.2	2
9442_Tm=62.7	2
4251_Tm=42.0	2
946_Tm=46.5	2
5333_Tm=40.4	2
3571_Tm=47.0	2
3848_Tm=45.4	2
9485_Tm=40.0	2
5343_Tm=50.3	2
4501_Tm=51.5	2
7329_Tm=44.2	2
5803_Tm=73.6	2
5344_Tm=47.2	2
5805_Tm=47.8	2
5345_Tm=50.1	2
9585_Tm=52.2	2
7359_Tm=48.6	2
9617_Tm=68.6	2
7368_Tm=46.7	2
3925_Tm=33.4	2
7375_Tm=45.5	2
9631_Tm=57.1	2
7383_Tm=49.2	2
9640_Tm=42.1	2
426_Tm=66.5	2
9670_Tm=72.5	2
4263_Tm=51.3	2
5828_Tm=68.4	2
7422_Tm=60.7	2
9686_Tm=44.2	2
7424_Tm=82.5	2
9689_Tm=73.7	2
7454_Tm=73.6	2
9691_Tm=49.4	2
7459_Tm=43.2	2
97_Tm=53.7	2
5363_Tm=43.7	2
4524_Tm=51.2	2
3696_Tm=48.3	2
5844_Tm=64.9	2
5366_Tm=49.6	2
4542_Tm=54.0	2
7486_Tm=47.0	2
9763_Tm=51.1	2
7487_Tm=47.6	2
5856_Tm=52.0	2
7491_Tm=68.3	2
9793_Tm=45.3	2
7498_Tm=44.8	2
9807_Tm=35.7	2
7522_Tm=46.7	2
3938_Tm=64.0	2
3855_Tm=42.5	2
5868_Tm=50.5	2
7527_Tm=43.7	2
6909_Tm=53.6	2
29470_Tm=69.1	2
31116_Tm=50.6	2
3032_Tm=47.7	2
2603_Tm=66.7	2
29084_Tm=55.8	2
26052_Tm=42.6	2
29930_Tm=52.1	2
26071_Tm=49.8	2
30704_Tm=50.1	2
26073_Tm=64.6	2
3311_Tm=46.1	2
26120_Tm=41.7	2
29306_Tm=46.5	2
26126_Tm=41.7	2
29739_Tm=56.0	2
26129_Tm=50.4	2
30131_Tm=57.8	2
26136_Tm=37.9	2
30502_Tm=53.5	2
26137_Tm=48.5	2
30907_Tm=49.7	2
2615_Tm=41.0	2
3176_Tm=48.8	2
26172_Tm=53.2	2
3437_Tm=53.2	2
26174_Tm=45.8	2
29148_Tm=38.1	2
26176_Tm=63.9	2
29377_Tm=78.1	2
26178_Tm=41.9	2
29585_Tm=52.0	2
26225_Tm=45.2	2
29817_Tm=49.1	2
26229_Tm=42.0	2
29992_Tm=45.0	2
26253_Tm=46.3	2
30237_Tm=52.4	2
26265_Tm=47.9	2
30400_Tm=50.1	2
26273_Tm=34.5	2
30614_Tm=52.9	2
26274_Tm=55.8	2
3080_Tm=50.0	2
26279_Tm=40.9	2
31_Tm=40.8	2
26281_Tm=46.0	2
31237_Tm=57.8	2
26295_Tm=40.0	2
3243_Tm=47.1	2
26313_Tm=39.1	2
3377_Tm=57.1	2
26336_Tm=39.9	2
29044_Tm=46.1	2
26353_Tm=54.9	2
29124_Tm=51.4	2
26362_Tm=43.3	2
29210_Tm=56.3	2
26373_Tm=45.5	2
29339_Tm=51.4	2
2638_Tm=39.3	2
29422_Tm=47.4	2
26397_Tm=56.8	2
29512_Tm=49.6	2
26437_Tm=53.9	2
29634_Tm=51.6	2
26440_Tm=44.4	2
29773_Tm=50.0	2
26476_Tm=57.3	2
29902_Tm=55.9	2
26479_Tm=51.6	2
25559_Tm=44.9	2
26492_Tm=40.6	2
30071_Tm=43.5	2
26506_Tm=37.4	2
30162_Tm=46.4	2
26521_Tm=53.1	2
30282_Tm=43.0	2
26529_Tm=39.0	2
30372_Tm=38.0	2
26537_Tm=47.2	2
30438_Tm=52.6	2
26546_Tm=46.7	2
30550_Tm=49.2	2
26553_Tm=45.9	2
3069_Tm=55.8	2
26557_Tm=33.7	2
3073_Tm=46.2	2
2657_Tm=56.1	2
30864_Tm=38.5	2
26599_Tm=53.4	2
30950_Tm=50.1	2
26600_Tm=47.3	2
2589_Tm=42.0	2
26609_Tm=37.7	2
31167_Tm=42.9	2
26625_Tm=37.8	2
259_Tm=49.6	2
26645_Tm=50.6	2
3202_Tm=46.7	2
2563_Tm=43.1	2
3278_Tm=53.7	2
26698_Tm=48.5	2
3353_Tm=56.9	2
26704_Tm=80.2	2
3397_Tm=47.4	2
26719_Tm=48.5	2
3475_Tm=36.4	2
26723_Tm=40.0	2
29052_Tm=52.0	2
26724_Tm=40.9	2
29089_Tm=73.3	2
26727_Tm=40.3	2
29133_Tm=44.0	2
26751_Tm=40.2	2
25777_Tm=42.7	2
26756_Tm=53.5	2
29272_Tm=46.7	2
26767_Tm=37.3	2
29308_Tm=43.7	2
268_Tm=41.5	2
25571_Tm=43.6	2
26807_Tm=47.3	2
29394_Tm=53.5	2
26827_Tm=45.9	2
29444_Tm=57.3	2
26828_Tm=44.9	2
29486_Tm=55.0	2
26836_Tm=47.7	2
25806_Tm=43.9	2
26837_Tm=46.0	2
29610_Tm=44.6	2
25634_Tm=72.9	2
29670_Tm=64.4	2
26841_Tm=50.9	2
29765_Tm=51.0	2
25635_Tm=34.6	2
29810_Tm=47.0	2
26856_Tm=37.8	2
29874_Tm=50.7	2
26873_Tm=44.3	2
29916_Tm=56.4	2
2688_Tm=57.0	2
29948_Tm=48.7	2
26894_Tm=44.6	2
29988_Tm=49.0	2
26898_Tm=68.6	2
30050_Tm=51.1	2
2697_Tm=55.8	2
30124_Tm=46.9	2
27043_Tm=53.6	2
30142_Tm=52.7	2
27073_Tm=39.0	2
25849_Tm=51.6	2
27106_Tm=42.2	2
30256_Tm=74.1	2
27108_Tm=81.9	2
30304_Tm=48.2	2
27115_Tm=43.3	2
30347_Tm=54.0	2
27138_Tm=35.6	2
3039_Tm=49.4	2
27151_Tm=37.6	2
30414_Tm=37.2	2
27158_Tm=49.9	2
30475_Tm=47.4	2
27206_Tm=52.5	2
3052_Tm=57.3	2
27210_Tm=44.0	2
25866_Tm=39.1	2
27215_Tm=53.0	2
30621_Tm=50.7	2
27222_Tm=42.4	2
25579_Tm=48.9	2
27226_Tm=45.8	2
30720_Tm=52.2	2
2723_Tm=53.7	2
30796_Tm=48.4	2
25651_Tm=46.1	2
30830_Tm=36.7	2
27239_Tm=38.0	2
30883_Tm=55.2	2
27262_Tm=38.7	2
25883_Tm=44.1	2
27264_Tm=43.4	2
3097_Tm=39.4	2
2727_Tm=50.2	2
3102_Tm=41.4	2
27270_Tm=36.9	2
31081_Tm=58.3	2
27293_Tm=73.5	2
31141_Tm=45.2	2
27303_Tm=48.0	2
31188_Tm=60.2	2
27313_Tm=46.5	2
31271_Tm=51.3	2
27325_Tm=45.4	2
31367_Tm=46.2	2
27367_Tm=40.5	2
3183_Tm=46.9	2
27379_Tm=44.2	2
25907_Tm=53.0	2
27390_Tm=47.1	2
3265_Tm=51.0	2
27404_Tm=42.6	2
3296_Tm=41.6	2
27408_Tm=51.5	2
3345_Tm=48.8	2
27410_Tm=64.5	2
3364_Tm=49.5	2
27432_Tm=47.3	2
3391_Tm=55.6	2
27437_Tm=48.6	2
3428_Tm=39.3	2
27442_Tm=71.0	2
3460_Tm=48.7	2
25662_Tm=38.4	2
3488_Tm=52.0	2
27458_Tm=42.0	2
25756_Tm=49.7	2
2746_Tm=45.1	2
2908_Tm=57.4	2
2747_Tm=52.6	2
29085_Tm=36.7	2
27470_Tm=54.0	2
29107_Tm=46.8	2
27478_Tm=47.1	2
29128_Tm=82.9	2
27481_Tm=48.0	2
2914_Tm=48.6	2
27482_Tm=47.3	2
29159_Tm=50.5	2
27492_Tm=39.0	2
29200_Tm=39.6	2
27500_Tm=68.9	2
2925_Tm=60.5	2
25664_Tm=44.5	2
293_Tm=58.2	2
27515_Tm=41.0	2
29307_Tm=43.5	2
27538_Tm=49.6	2
29323_Tm=48.1	2
2754_Tm=49.2	2
25790_Tm=47.8	2
27556_Tm=54.6	2
29374_Tm=74.7	2
27561_Tm=38.7	2
29393_Tm=72.2	2
27586_Tm=45.6	2
29421_Tm=48.0	2
27593_Tm=52.5	2
29439_Tm=44.5	2
2761_Tm=55.5	2
29451_Tm=56.1	2
27627_Tm=58.0	2
29479_Tm=47.7	2
27634_Tm=49.3	2
29508_Tm=45.0	2
2764_Tm=58.2	2
29548_Tm=54.8	2
27641_Tm=50.9	2
29569_Tm=58.0	2
27652_Tm=83.2	2
29591_Tm=54.0	2
27692_Tm=50.9	2
2962_Tm=50.3	2
27695_Tm=41.2	2
29652_Tm=43.4	2
27722_Tm=49.5	2
29719_Tm=34.2	2
25675_Tm=52.4	2
2974_Tm=51.0	2
2774_Tm=45.1	2
25817_Tm=49.6	2
27767_Tm=41.7	2
29793_Tm=51.9	2
27771_Tm=58.4	2
29815_Tm=50.7	2
27778_Tm=51.6	2
29837_Tm=60.4	2
278_Tm=46.8	2
29889_Tm=65.3	2
2784_Tm=45.6	2
29911_Tm=57.9	2
2785_Tm=46.1	2
2992_Tm=44.9	2
27973_Tm=48.7	2
2994_Tm=47.8	2
27984_Tm=68.1	2
29952_Tm=49.7	2
28008_Tm=48.8	2
29978_Tm=56.7	2
28009_Tm=46.2	2
2999_Tm=60.0	2
2801_Tm=51.4	2
3002_Tm=51.4	2
28017_Tm=49.4	2
30064_Tm=45.0	2
28026_Tm=48.0	2
30107_Tm=57.1	2
28054_Tm=74.7	2
30128_Tm=52.4	2
28061_Tm=42.8	2
3014_Tm=49.8	2
28066_Tm=48.5	2
30160_Tm=46.6	2
28068_Tm=48.5	2
30174_Tm=55.4	2
28071_Tm=48.2	2
30212_Tm=59.7	2
28072_Tm=52.3	2
30242_Tm=40.4	2
28097_Tm=57.4	2
30271_Tm=50.0	2
28103_Tm=50.8	2
3030_Tm=41.9	2
28104_Tm=48.7	2
30317_Tm=58.0	2
28107_Tm=55.0	2
30335_Tm=39.1	2
28108_Tm=47.0	2
3035_Tm=50.0	2
28110_Tm=49.4	2
30373_Tm=69.8	2
28121_Tm=44.6	2
30392_Tm=40.6	2
28131_Tm=47.0	2
30401_Tm=42.0	2
28164_Tm=49.1	2
3043_Tm=48.8	2
28178_Tm=41.4	2
30469_Tm=52.7	2
28204_Tm=49.4	2
3048_Tm=56.3	2
28210_Tm=42.0	2
3051_Tm=48.8	2
28231_Tm=40.7	2
3055_Tm=48.0	2
2824_Tm=46.5	2
3059_Tm=47.1	2
28245_Tm=44.1	2
25867_Tm=46.7	2
25703_Tm=60.8	2
30620_Tm=50.5	2
28292_Tm=35.5	2
2587_Tm=55.4	2
28294_Tm=45.2	2
25871_Tm=51.7	2
28298_Tm=44.1	2
30703_Tm=51.0	2
28303_Tm=47.3	2
30708_Tm=49.7	2
28342_Tm=72.7	2
30724_Tm=38.2	2
2836_Tm=42.6	2
30782_Tm=55.4	2
28426_Tm=44.1	2
308_Tm=50.4	2
28429_Tm=63.8	2
30828_Tm=50.9	2
28434_Tm=44.5	2
3085_Tm=38.4	2
28446_Tm=46.1	2
3088_Tm=43.8	2
28466_Tm=44.4	2
3090_Tm=56.9	2
28479_Tm=85.1	2
30916_Tm=54.2	2
2850_Tm=51.0	2
30933_Tm=51.5	2
28517_Tm=42.3	2
30965_Tm=53.2	2
28530_Tm=47.6	2
30980_Tm=44.9	2
25724_Tm=43.8	2
25885_Tm=41.0	2
28569_Tm=48.0	2
31022_Tm=63.5	2
28578_Tm=34.0	2
31055_Tm=47.0	2
28584_Tm=55.8	2
31104_Tm=50.4	2
28592_Tm=43.3	2
25897_Tm=50.6	2
28593_Tm=39.7	2
31160_Tm=41.9	2
28601_Tm=52.1	2
31171_Tm=46.8	2
28603_Tm=42.2	2
31224_Tm=47.4	2
28613_Tm=47.0	2
31239_Tm=58.5	2
28625_Tm=41.6	2
31277_Tm=42.8	2
28630_Tm=51.4	2
31357_Tm=68.2	2
28640_Tm=74.2	2
31370_Tm=52.5	2
28658_Tm=55.3	2
3178_Tm=52.8	2
28704_Tm=50.9	2
3198_Tm=53.4	2
2871_Tm=46.0	2
3211_Tm=44.8	2
28715_Tm=50.3	2
3232_Tm=51.5	2
25738_Tm=54.4	2
3258_Tm=49.2	2
28759_Tm=44.2	2
25909_Tm=45.8	2
