,e_angle,e_bond,e_dihedral,e_gb,e_elec,e_elec14,e_vdw,e_vdw14,e_tot
3309.pdb,5.87296e+05,2.55967e+20,1.91003e+04,-4.58965e+04,-9.14259e+02,1.35281e+04,9.56456e+14,1.57676e+13,2.55968e+20
3310.pdb,1.12632e+05,1.38172e+15,8.95586e+03,-7.18049e+03,-2.54112e+04,1.65474e+04,5.40944e+12,1.00639e+07,1.38713e+15
3311.pdb,2.07771e+05,1.32727e+07,2.35058e+04,-1.15659e+04,-6.55920e+04,7.53528e+04,3.95205e+16,1.34432e+15,4.08648e+16
3312.pdb,1.33928e+05,5.62751e+05,2.19541e+04,-2.62461e+03,-9.06201e+04,7.22671e+04,4.90816e+15,4.24791e+14,5.33295e+15
3313.pdb,8.48270e+04,3.66034e+05,1.42520e+04,-7.36511e+03,-5.19002e+04,4.38116e+04,5.34321e+15,1.04149e+15,6.38470e+15
3315.pdb,7.12023e+04,4.15628e+05,1.38961e+04,-8.42366e+03,-5.03314e+04,4.01920e+04,1.01422e+15,3.67142e+13,1.05093e+15
3316.pdb,5.65977e+04,2.53409e+05,1.03842e+04,-1.58603e+04,-2.62893e+04,2.66754e+04,7.95857e+14,1.53730e+14,9.49587e+14
3317.pdb,1.08988e+05,3.16408e+12,4.14767e+03,-9.74306e+03,-1.88098e+03,4.91032e+03,2.04053e+10,2.32903e+07,3.18451e+12
3318.pdb,2.76670e+04,1.18003e+05,4.10089e+03,-3.87371e+03,-1.61421e+04,1.33139e+04,1.00580e+14,6.30452e+13,1.63625e+14
3319.pdb,2.76504e+04,1.18022e+05,4.09003e+03,-3.86789e+03,-1.61737e+04,1.33058e+04,6.86356e+13,5.89817e+13,1.27617e+14
3320.pdb,1.15081e+05,2.73365e+17,4.81126e+03,-9.13311e+03,-7.76723e+03,8.31012e+03,2.83098e+13,7.16993e+14,2.74110e+17
3321.pdb,1.15218e+05,2.99047e+17,4.82212e+03,-9.16204e+03,-7.81255e+03,8.32735e+03,4.23915e+12,7.79492e+14,2.99831e+17
3322.pdb,1.15058e+05,3.13907e+17,4.81361e+03,-9.08349e+03,-7.94184e+03,8.30923e+03,2.17266e+12,6.56703e+14,3.14566e+17
3323.pdb,2.73803e+04,1.18123e+05,4.16219e+03,-3.62997e+03,-1.67547e+04,1.30851e+04,3.34427e+13,4.92521e+13,8.26948e+13
3324.pdb,2.73756e+04,1.18123e+05,4.16196e+03,-3.66790e+03,-1.67102e+04,1.30857e+04,3.70816e+13,5.38977e+13,9.09793e+13
3325.pdb,1.28764e+05,2.83638e+15,4.91677e+03,-1.11044e+04,-5.91623e+03,6.47371e+03,1.31855e+14,4.86582e+08,2.96823e+15
3326.pdb,1.20336e+05,2.89663e+14,4.81803e+03,-9.93134e+03,-7.14972e+03,7.99758e+03,1.10988e+10,9.50450e+10,2.89769e+14
3327.pdb,4.10114e+04,1.23011e+10,4.41526e+03,-4.73273e+03,-1.46729e+04,1.19564e+04,8.51300e+12,1.22520e+09,8.52653e+12
3328.pdb,1.09296e+05,5.02553e+16,4.86611e+03,-1.12722e+04,-5.45225e+03,8.03817e+03,5.28773e+10,3.49929e+12,5.02588e+16
3329.pdb,1.13642e+05,9.34497e+16,5.00174e+03,-9.91452e+03,-7.09432e+03,7.70486e+03,2.87839e+10,4.69300e+10,9.34498e+16
3330.pdb,1.13531e+05,8.69971e+16,5.00068e+03,-9.91779e+03,-7.13878e+03,7.71430e+03,1.78150e+11,7.37093e+10,8.69973e+16
3331.pdb,1.10814e+05,1.22872e+18,4.80569e+03,-9.17898e+03,-8.42560e+03,7.45879e+03,4.31248e+13,3.67421e+08,1.22877e+18
3332.pdb,1.10723e+05,1.12000e+18,4.82644e+03,-9.21091e+03,-8.41597e+03,7.43333e+03,9.23128e+13,6.50664e+08,1.12009e+18
3333.pdb,1.22353e+05,2.71117e+18,4.72572e+03,-9.36887e+03,-6.91567e+03,8.06243e+03,2.66075e+17,2.58459e+12,2.97725e+18
3334.pdb,2.70978e+04,1.18928e+05,4.09745e+03,-3.79879e+03,-1.67393e+04,1.31034e+04,1.73505e+13,2.40986e+13,4.14491e+13
3335.pdb,1.11112e+05,1.70888e+17,4.80115e+03,-8.89377e+03,-8.41874e+03,7.71112e+03,7.09982e+11,7.02115e+07,1.70889e+17
3336.pdb,1.04847e+05,1.03457e+17,4.84117e+03,-9.44539e+03,-7.33760e+03,7.35769e+03,3.16738e+09,9.86277e+08,1.03457e+17
3337.pdb,1.05145e+05,1.48643e+17,4.80952e+03,-9.41316e+03,-7.78854e+03,7.40924e+03,8.59455e+13,7.41432e+09,1.48729e+17
3338.pdb,1.00362e+05,1.69523e+18,4.88345e+03,-8.55429e+03,-8.14723e+03,7.62689e+03,3.66766e+11,7.09159e+08,1.69523e+18
3339.pdb,2.79209e+04,1.19310e+05,4.10902e+03,-3.53187e+03,-1.66433e+04,1.27838e+04,7.67322e+12,3.34735e+13,4.11467e+13
3340.pdb,1.56491e+05,4.14491e+18,4.89126e+03,-1.71361e+04,-2.53339e+02,3.92704e+03,6.04306e+09,2.37478e+10,4.14491e+18
3341.pdb,2.70274e+04,1.18035e+05,4.02526e+03,-3.66757e+03,-1.68376e+04,1.30808e+04,1.68016e+13,2.97045e+13,4.65061e+13
3342.pdb,2.60370e+04,1.19192e+05,4.19854e+03,-3.75568e+03,-1.63490e+04,1.30513e+04,2.37446e+13,2.15009e+13,4.52454e+13
3343.pdb,1.20676e+05,1.49416e+16,4.90510e+03,-9.86691e+03,-7.31293e+03,6.49408e+03,6.41386e+13,6.00254e+09,1.50058e+16
3344.pdb,1.60228e+05,7.27298e+05,2.39974e+04,-6.40433e+03,-8.64149e+04,6.67087e+04,4.89236e+15,6.78127e+14,5.57048e+15
3345.pdb,5.29087e+05,3.29717e+23,1.91378e+04,-4.87193e+04,-6.70815e+03,1.88602e+04,7.63316e+13,5.26715e+10,3.29717e+23
3346.pdb,8.92222e+04,3.88535e+05,1.39773e+04,-6.32761e+03,-5.29640e+04,4.26092e+04,9.33779e+14,2.57041e+13,9.59483e+14
3347.pdb,8.87905e+04,1.65566e+06,1.03367e+04,-6.16742e+03,-3.42824e+04,3.11354e+04,7.58627e+14,2.05319e+14,9.63946e+14
3348.pdb,4.42649e+04,4.26511e+16,4.42367e+03,-3.64146e+03,-1.40054e+04,8.70169e+03,6.39357e+08,1.74520e+09,4.26511e+16
3349.pdb,9.60051e+04,2.78927e+19,6.01272e+03,-7.86332e+03,-1.77331e+04,1.43647e+04,3.28774e+11,8.73562e+07,2.78927e+19
3350.pdb,2.73124e+04,4.40869e+08,5.08803e+03,-4.17996e+03,-1.76705e+04,1.07182e+04,1.86959e+08,2.20510e+06,6.30054e+08
3351.pdb,6.41788e+04,3.00939e+05,1.16376e+04,-6.22918e+03,-4.32449e+04,3.25077e+04,1.14837e+15,2.40972e+14,1.38935e+15
3352.pdb,1.23199e+05,9.35618e+05,1.77515e+04,-6.36960e+03,-6.84325e+04,6.56408e+04,2.63218e+16,3.52058e+15,2.98424e+16
3353.pdb,9.42645e+04,4.79742e+05,1.61620e+04,-4.95304e+03,-5.46911e+04,4.22337e+04,1.84734e+15,8.88633e+14,2.73597e+15
3354.pdb,7.00451e+05,2.26277e+23,3.24406e+04,-2.87124e+04,-5.72114e+04,4.52744e+04,1.34876e+15,1.46998e+10,2.26277e+23
3355.pdb,1.96353e+05,2.44367e+06,2.51076e+04,-8.51357e+03,-8.82286e+04,8.75356e+04,9.71571e+15,8.35681e+14,1.05514e+16
3356.pdb,5.65184e+04,2.53818e+05,8.26069e+03,-5.11153e+03,-3.26702e+04,2.52180e+04,5.86137e+15,1.51617e+15,7.37754e+15
3357.pdb,6.62250e+04,2.63437e+13,4.91750e+03,-4.56009e+03,-1.43193e+04,1.00080e+04,4.17793e+08,1.77636e+07,2.63442e+13
3358.pdb,3.93069e+04,2.26137e+05,5.42272e+03,-3.76195e+03,-1.93415e+04,1.29152e+04,7.97443e+13,1.18578e+13,9.16021e+13
3359.pdb,5.35922e+04,2.04838e+05,8.79171e+03,-6.89627e+03,-4.21374e+04,3.38879e+04,2.10370e+14,1.75731e+14,3.86101e+14
3360.pdb,1.36951e+05,3.10732e+19,5.85523e+03,-1.06043e+04,-8.85659e+03,8.85278e+03,5.53999e+14,3.94948e+09,3.10737e+19
3361.pdb,4.96688e+04,9.98438e+13,3.01582e+03,-4.30814e+03,-5.40134e+03,4.62963e+03,6.32228e+08,5.51774e+06,9.98444e+13
3362.pdb,1.24330e+05,8.72314e+05,1.54909e+04,-3.25664e+03,-6.21228e+04,5.54671e+04,6.03885e+15,1.96794e+14,6.23564e+15
3363.pdb,1.16504e+05,6.61885e+05,1.45223e+04,-3.16702e+03,-6.08392e+04,5.56671e+04,3.47588e+16,1.59490e+16,5.07078e+16
3364.pdb,7.31282e+04,3.68431e+05,8.97407e+03,-7.58914e+03,-3.47554e+04,3.37361e+04,1.14248e+15,1.71530e+14,1.31401e+15
3365.pdb,1.95444e+05,3.83329e+18,6.72099e+03,-1.26883e+04,-8.54590e+03,1.30103e+04,2.30303e+13,1.35364e+11,3.83331e+18
3366.pdb,9.13630e+04,5.25454e+05,1.28420e+04,-6.51301e+03,-4.58266e+04,4.20189e+04,5.56073e+15,4.98650e+14,6.05938e+15
3367.pdb,5.59094e+04,2.97830e+05,1.06721e+04,-6.92664e+03,-3.47624e+04,2.36508e+04,2.09150e+13,1.58478e+13,3.67629e+13
3368.pdb,5.01303e+04,5.30605e+12,4.30259e+03,-3.78128e+03,-1.31319e+04,8.57948e+03,1.52910e+10,7.35631e+06,5.32135e+12
3369.pdb,1.18252e+05,4.93895e+15,1.26625e+04,-9.54351e+03,-4.00339e+04,2.61894e+04,1.02670e+11,1.75703e+06,4.93905e+15
3370.pdb,1.64948e+05,9.03580e+05,2.37901e+04,-1.85229e+03,-9.70771e+04,8.52787e+04,6.40578e+16,3.31879e+16,9.72457e+16
3371.pdb,5.52888e+04,2.18305e+05,7.85953e+03,-5.49042e+03,-3.25408e+04,2.63277e+04,3.26693e+14,1.28119e+14,4.54811e+14
3374.pdb,1.85056e+05,9.00730e+06,1.98788e+04,-8.78201e+03,-6.28666e+04,6.63414e+04,1.77022e+16,3.75348e+15,2.14557e+16
3375.pdb,8.07406e+03,7.20011e+04,1.93950e+03,-2.12788e+03,-7.37025e+03,4.38687e+03,7.35774e+07,1.20399e+05,7.37747e+07
3376.pdb,2.08460e+05,9.14641e+23,9.89777e+03,-1.22418e+04,-2.46280e+04,1.83194e+04,1.00973e+12,5.14569e+08,9.14641e+23
3377.pdb,2.41418e+05,1.47498e+17,1.31560e+04,-1.24454e+04,-2.83939e+04,1.73919e+04,2.16723e+12,1.82016e+08,1.47501e+17
3378.pdb,2.66752e+04,7.74840e+11,4.55362e+03,-3.50980e+03,-1.65684e+04,1.14633e+04,6.87404e+05,4.90215e+08,7.75331e+11
3379.pdb,2.20118e+05,2.04097e+18,8.41300e+03,-9.73983e+03,-1.78691e+04,1.36899e+04,2.41146e+14,5.83454e+11,2.04121e+18
3380.pdb,4.17946e+04,9.77891e+11,3.40935e+03,-3.25356e+03,-1.16090e+04,7.23002e+03,1.04981e+12,2.27107e+07,2.02772e+12
3381.pdb,1.67382e+05,3.86472e+17,7.24734e+03,-1.42130e+04,-1.16021e+04,9.16364e+03,2.59341e+11,1.79438e+13,3.86490e+17
3382.pdb,7.98044e+04,4.17053e+16,7.79729e+03,-9.75444e+03,-1.98996e+04,1.44629e+04,9.22769e+10,2.25244e+06,4.17054e+16
3384.pdb,5.63645e+04,1.94048e+05,8.06290e+03,-2.68916e+03,-3.69870e+04,2.81554e+04,1.21490e+14,7.33421e+13,1.94832e+14
3385.pdb,1.69259e+05,9.29256e+05,2.35348e+04,-1.53109e+04,-8.37314e+04,9.41526e+04,1.04771e+17,2.38582e+16,1.28629e+17
3386.pdb,1.10054e+05,1.86729e+17,7.67005e+03,-1.01501e+04,-1.88739e+04,1.33832e+04,6.04114e+12,5.11487e+08,1.86735e+17
3387.pdb,3.31784e+04,1.28721e+05,4.47570e+03,-3.42779e+03,-2.04224e+04,1.66537e+04,6.91644e+13,5.11273e+13,1.20292e+14
3388.pdb,3.29008e+05,4.48968e+20,1.29458e+04,-2.09119e+04,-1.94001e+04,1.49490e+04,6.83691e+14,6.23130e+10,4.48969e+20
3389.pdb,8.80366e+04,4.92380e+05,1.38204e+04,-7.26310e+03,-5.61093e+04,4.96156e+04,1.73874e+15,8.93481e+14,2.63222e+15
3390.pdb,8.79345e+04,3.49209e+14,4.17261e+03,-7.31803e+03,-6.95308e+03,6.83342e+03,8.20846e+14,1.28300e+09,1.17006e+15
3391.pdb,8.11117e+04,9.23616e+16,6.89497e+03,-7.06246e+03,-2.34141e+04,1.78474e+04,6.03017e+14,4.22181e+07,9.29646e+16
3392.pdb,1.01028e+05,3.93194e+17,6.92841e+03,-6.12730e+03,-1.65066e+04,1.30364e+04,8.30788e+09,1.88043e+12,3.93196e+17
3393.pdb,2.98125e+05,1.01414e+07,3.27699e+04,-3.65268e+04,-6.80533e+04,1.09928e+05,4.64800e+17,1.11643e+17,5.76443e+17
3394.pdb,3.72025e+04,1.54233e+05,5.61428e+03,-3.71274e+03,-2.25314e+04,1.61214e+04,1.43127e+15,4.95863e+14,1.92714e+15
3395.pdb,2.53809e+05,9.97770e+17,9.40680e+03,-2.24873e+04,-7.28916e+03,1.44415e+04,3.45011e+13,1.05255e+12,9.97805e+17
3396.pdb,2.62748e+05,6.41382e+18,1.18950e+04,-1.56922e+04,-2.27714e+04,1.71691e+04,2.00451e+11,5.90423e+08,6.41382e+18
3397.pdb,5.50862e+04,2.77751e+12,4.50090e+03,-4.17992e+03,-1.38612e+04,8.18766e+03,1.67577e+09,8.09096e+07,2.77927e+12
3398.pdb,5.54900e+04,2.23028e+05,1.00889e+04,-6.25858e+03,-4.06956e+04,3.14558e+04,1.09116e+15,8.17979e+14,1.90914e+15
3399.pdb,3.15895e+04,1.12932e+05,6.35650e+03,-4.43997e+03,-2.62888e+04,2.09142e+04,1.62680e+14,1.62214e+14,3.24894e+14
3400.pdb,7.87597e+04,6.71286e+05,1.06604e+04,-5.02481e+03,-4.10157e+04,3.69568e+04,1.46872e+16,8.01262e+15,2.26998e+16
3401.pdb,3.34907e+05,1.22744e+20,1.55724e+04,-2.50410e+04,-1.98844e+04,1.98522e+04,4.74556e+14,3.58380e+16,1.22780e+20
3402.pdb,4.36132e+04,1.00033e+12,3.33892e+03,-2.46116e+03,-9.92664e+03,6.79676e+03,5.03752e+09,1.79911e+07,1.00539e+12
3403.pdb,1.11487e+05,4.65677e+05,1.38702e+04,-6.35742e+03,-6.06039e+04,5.63809e+04,3.82403e+15,1.89401e+15,5.71804e+15
3404.pdb,3.77283e+04,4.56572e+13,4.23433e+03,-5.16013e+03,-1.56129e+04,1.03710e+04,2.49928e+08,6.36579e+08,4.56581e+13
3405.pdb,1.98429e+05,4.18276e+17,7.18844e+03,-2.09077e+04,-1.77828e+03,1.19713e+04,1.19501e+14,1.23833e+09,4.18395e+17
3406.pdb,9.76223e+04,4.47093e+17,4.28597e+03,-6.59636e+03,-6.88174e+03,4.55551e+03,2.43642e+08,6.87804e+09,4.47093e+17
3407.pdb,1.32343e+05,2.19592e+06,1.87023e+04,-1.25386e+04,-5.80922e+04,5.65460e+04,3.41518e+15,2.38329e+14,3.65350e+15
3408.pdb,1.98427e+05,1.13681e+14,9.63063e+03,-1.37170e+04,-2.03468e+04,1.53792e+04,4.66068e+12,5.91514e+09,1.18347e+14
3409.pdb,1.25396e+05,4.05337e+17,1.07295e+04,-8.46243e+03,-3.11388e+04,2.01720e+04,6.09500e+12,1.30058e+09,4.05343e+17
3410.pdb,1.39634e+05,7.54563e+05,2.19599e+04,-2.01426e+03,-8.60018e+04,7.90475e+04,9.51792e+15,1.27768e+15,1.07956e+16
3411.pdb,1.04126e+05,6.40452e+05,1.72938e+04,-5.10068e+03,-5.37915e+04,4.43677e+04,1.40947e+15,1.32112e+14,1.54158e+15
3412.pdb,1.93054e+04,4.52175e+08,1.43325e+03,-3.30852e+03,-3.97782e+03,1.95700e+03,1.99925e+08,9.29951e+06,6.61415e+08
3413.pdb,1.97323e+04,9.26662e+08,3.29021e+03,-3.07079e+03,-1.11872e+04,7.26527e+03,8.94870e+07,6.49501e+13,6.49511e+13
3414.pdb,1.37554e+05,7.66848e+05,1.81048e+04,-4.16225e+03,-6.51689e+04,5.64060e+04,3.27020e+15,1.47591e+15,4.74611e+15
3415.pdb,1.35216e+05,8.39941e+05,1.84021e+04,-5.25368e+03,-6.40600e+04,5.43001e+04,5.36989e+16,8.69431e+15,6.23932e+16
3416.pdb,4.03302e+04,6.02696e+11,4.39855e+03,-2.94714e+03,-1.57984e+04,1.14145e+04,4.99672e+07,1.67077e+06,6.02747e+11
3417.pdb,9.79115e+04,2.09051e+15,4.33426e+03,-5.92430e+03,-7.09453e+03,4.57749e+03,1.49854e+12,8.53355e+07,2.09201e+15
3418.pdb,1.04360e+05,1.31352e+16,5.74331e+03,-8.84745e+03,-1.06121e+04,9.81390e+03,4.34512e+09,8.44608e+08,1.31352e+16
3419.pdb,2.16560e+04,4.55010e+13,1.70501e+03,-3.44754e+03,-4.00244e+03,2.04784e+03,6.56356e+05,2.00094e+07,4.55011e+13
3420.pdb,4.94441e+04,2.97080e+05,6.84886e+03,-4.81206e+03,-2.64955e+04,2.42426e+04,1.87048e+14,7.06444e+13,2.57692e+14
3421.pdb,2.54460e+05,1.76229e+19,1.51328e+04,-1.88725e+04,-3.11809e+04,2.59435e+04,1.78656e+10,2.14722e+08,1.76229e+19
3422.pdb,1.16606e+05,1.78760e+06,1.69473e+04,-1.10683e+04,-5.71140e+04,4.94877e+04,8.10292e+15,3.67213e+15,1.17750e+16
3423.pdb,3.66482e+04,1.44664e+14,4.79872e+03,-6.50818e+03,-1.65393e+04,1.13054e+04,1.75256e+07,1.47441e+08,1.44664e+14
3424.pdb,2.19975e+05,1.83901e+18,8.49672e+03,-1.13519e+04,-1.51034e+04,1.49506e+04,2.51110e+12,2.93762e+12,1.83901e+18
3425.pdb,4.36419e+04,2.04468e+05,8.99329e+03,-6.40067e+03,-3.47134e+04,2.77576e+04,1.88227e+14,6.74811e+13,2.55708e+14
3426.pdb,5.34039e+05,2.19725e+23,2.03195e+04,-3.44610e+04,-1.96897e+04,1.96800e+04,8.39832e+11,4.32158e+16,2.19725e+23
3427.pdb,4.00303e+04,6.64311e+16,2.62631e+03,-4.37534e+03,-7.66381e+03,5.47585e+03,5.88349e+10,1.49316e+11,6.64313e+16
3428.pdb,1.92792e+05,9.59310e+05,2.62213e+04,-2.31823e+03,-8.91697e+04,8.35212e+04,1.71451e+16,1.68098e+14,1.73132e+16
3429.pdb,6.49216e+04,2.66383e+18,7.05427e+03,-7.83500e+03,-2.23759e+04,1.71797e+04,2.59176e+17,1.47362e+07,2.92301e+18
3430.pdb,1.57174e+05,1.47231e+18,4.93363e+03,-1.35702e+04,-6.49375e+02,6.46718e+03,1.43217e+12,1.59435e+12,1.47231e+18
3431.pdb,8.67350e+04,3.87016e+05,1.35752e+04,-5.54320e+03,-4.29951e+04,3.76007e+04,4.59275e+15,6.34646e+14,5.22740e+15
3432.pdb,2.86403e+05,3.34541e+21,1.38950e+04,-2.29141e+04,-1.92408e+04,1.67966e+04,2.85009e+13,9.16769e+08,3.34541e+21
3433.pdb,2.12583e+05,9.19834e+16,1.38658e+04,-1.06805e+04,-3.18095e+04,2.20337e+04,5.48997e+12,1.04026e+07,9.19889e+16
3434.pdb,1.92380e+05,1.93143e+14,1.13151e+04,-1.14866e+04,-2.60388e+04,2.22299e+04,1.13423e+15,4.25318e+09,1.32738e+15
3435.pdb,1.02180e+05,5.57306e+05,1.52737e+04,-6.66347e+03,-5.19186e+04,4.16064e+04,1.25605e+17,4.20652e+16,1.67670e+17
3436.pdb,4.87380e+04,2.06997e+05,8.62256e+03,-4.49446e+03,-3.38431e+04,2.79184e+04,2.29875e+15,1.66154e+15,3.96028e+15
3437.pdb,6.05196e+04,2.16342e+05,9.59795e+03,-6.17374e+03,-3.58925e+04,2.92058e+04,1.41377e+15,4.30469e+14,1.84424e+15
3438.pdb,7.05845e+04,2.45186e+15,6.04068e+03,-6.28511e+03,-1.99203e+04,1.42769e+04,2.02509e+11,1.15757e+09,2.45206e+15
3439.pdb,5.32333e+05,1.25012e+21,2.29025e+04,-2.47557e+04,-4.28618e+04,2.99769e+04,7.97493e+14,5.40573e+13,1.25012e+21
3440.pdb,6.59280e+04,3.57272e+05,1.09040e+04,-6.01826e+03,-4.44710e+04,3.68652e+04,1.25651e+14,3.84630e+13,1.64114e+14
3441.pdb,2.78958e+05,3.55763e+06,3.21155e+04,-2.32480e+04,-1.02399e+05,1.21359e+05,1.58331e+17,7.09094e+16,2.29240e+17
3442.pdb,1.86783e+05,4.08632e+20,7.45071e+03,-1.90886e+04,-9.33078e+03,1.27866e+04,1.96123e+11,4.62539e+08,4.08632e+20
3443.pdb,1.21659e+05,2.09371e+14,5.52263e+03,-6.29716e+03,-1.23601e+04,1.20503e+04,1.16378e+12,3.18930e+13,2.42428e+14
3444.pdb,1.85346e+05,1.35793e+17,8.20539e+03,-1.12733e+04,-1.30651e+04,8.91082e+03,9.97807e+14,2.05949e+11,1.36791e+17
3445.pdb,1.30424e+05,2.98803e+17,6.28449e+03,-1.30472e+04,-7.53089e+03,9.87975e+03,8.05279e+10,6.65703e+10,2.98803e+17
3446.pdb,2.48436e+05,6.89468e+18,1.35899e+04,-1.27726e+04,-3.28206e+04,2.44578e+04,4.11252e+14,1.00293e+12,6.89509e+18
3447.pdb,1.09636e+05,7.30457e+05,1.54366e+04,-3.19681e+03,-6.34633e+04,5.67417e+04,1.00724e+15,7.03876e+14,1.71112e+15
3448.pdb,1.04881e+05,6.84670e+16,8.82936e+03,-9.37068e+03,-2.81972e+04,1.85402e+04,8.13138e+16,1.58260e+06,1.49781e+17
3449.pdb,2.96215e+05,1.13591e+18,2.03704e+04,-1.70455e+04,-5.30039e+04,3.97509e+04,4.62914e+13,4.03388e+11,1.13596e+18
3450.pdb,7.54777e+04,1.27240e+06,1.10408e+04,-8.44260e+03,-3.84339e+04,3.25211e+04,1.31877e+16,2.52736e+15,1.57151e+16
3451.pdb,7.37954e+04,5.49636e+05,1.04832e+04,-8.38249e+03,-3.69418e+04,2.95416e+04,3.08455e+14,1.01505e+13,3.18606e+14
3452.pdb,1.75070e+05,8.66792e+05,2.24648e+04,-8.58716e+03,-8.79188e+04,8.44694e+04,3.28105e+16,1.25085e+15,3.40613e+16
3453.pdb,2.13250e+05,2.01845e+06,3.00392e+04,-9.56475e+04,-2.88773e+04,1.09247e+05,4.20627e+17,1.41997e+17,5.62625e+17
3454.pdb,1.35219e+05,6.88350e+16,7.34003e+03,-9.83486e+03,-1.58988e+04,1.13336e+04,6.46690e+09,3.69469e+09,6.88350e+16
3455.pdb,4.22833e+05,1.38945e+24,1.86598e+04,-3.19346e+04,-1.71351e+04,1.98819e+04,2.38830e+15,8.86994e+11,1.38945e+24
3456.pdb,2.62642e+05,2.14928e+18,1.20269e+04,-1.47578e+04,-2.08916e+04,1.73475e+04,1.90837e+15,2.27926e+12,2.15119e+18
3457.pdb,1.72421e+05,1.87418e+18,9.57678e+03,-8.22780e+03,-2.28792e+04,1.59501e+04,1.89034e+10,1.99068e+09,1.87418e+18
3458.pdb,1.09887e+05,3.01492e+17,6.96431e+03,-7.28698e+03,-2.02341e+04,1.41091e+04,4.83815e+12,8.40525e+08,3.01497e+17
3459.pdb,2.09440e+05,6.77798e+18,1.30616e+04,-1.17175e+04,-3.58219e+04,2.53558e+04,5.65874e+12,9.80683e+08,6.77798e+18
3460.pdb,1.43838e+04,8.46476e+06,1.81006e+03,-3.48617e+03,-5.38444e+03,3.49584e+03,6.63073e+04,1.42578e+08,1.51120e+08
3461.pdb,3.25209e+05,4.36332e+19,1.62330e+04,-2.83390e+04,-2.05995e+04,2.24325e+04,8.29836e+15,1.16167e+11,4.36415e+19
3462.pdb,2.53192e+04,2.11245e+10,4.13147e+03,-5.72463e+03,-1.66410e+04,1.16774e+04,6.95703e+05,1.45014e+13,1.45225e+13
3463.pdb,1.71091e+05,2.31085e+17,1.07195e+04,-1.01794e+04,-2.60208e+04,1.68832e+04,3.98046e+14,1.41754e+08,2.31483e+17
3464.pdb,1.99121e+05,2.77797e+20,1.09534e+04,-9.35350e+03,-2.58505e+04,1.61317e+04,8.81091e+14,2.41667e+09,2.77798e+20
3465.pdb,5.60192e+04,4.00544e+05,9.55550e+03,-4.87089e+03,-3.66174e+04,2.84650e+04,1.22255e+14,1.90541e+12,1.24160e+14
3466.pdb,3.21170e+04,1.64780e+09,5.36915e+03,-3.89185e+03,-2.04855e+04,1.44889e+04,8.46505e+07,3.15392e+05,1.73279e+09
3467.pdb,5.87104e+04,5.65238e+16,3.17290e+03,-6.30854e+03,-7.57589e+03,6.96709e+03,5.12269e+08,2.55535e+10,5.65238e+16
3468.pdb,1.05122e+05,5.03040e+05,1.61894e+04,-2.41059e+04,-4.45247e+04,5.93310e+04,5.85572e+15,2.98833e+15,8.84405e+15
3469.pdb,7.96961e+04,2.27439e+17,4.19038e+03,-6.27313e+03,-8.72666e+03,6.57060e+03,2.50228e+09,5.75883e+09,2.27439e+17
3470.pdb,4.08631e+04,2.31722e+05,6.78027e+03,-3.92336e+03,-2.83183e+04,2.41014e+04,3.90505e+14,1.57375e+14,5.47879e+14
3471.pdb,1.09705e+05,4.50879e+05,1.67020e+04,-4.16369e+03,-5.84738e+04,4.06822e+04,2.98955e+14,5.55012e+13,3.54456e+14
3472.pdb,3.85963e+05,1.35276e+22,2.23990e+04,-1.52424e+04,-5.03332e+04,3.41255e+04,3.26614e+11,1.34140e+11,1.35276e+22
3473.pdb,7.86367e+04,3.91421e+05,1.34952e+04,-7.05237e+03,-4.97137e+04,3.99789e+04,8.46404e+13,3.89741e+13,1.23615e+14
3474.pdb,6.11571e+04,7.26014e+09,5.34566e+03,-4.87347e+03,-1.58602e+04,9.35251e+03,2.11700e+09,2.57170e+06,9.37976e+09
3475.pdb,2.70350e+05,9.60567e+18,9.26456e+03,-1.52275e+04,-1.28424e+04,1.51991e+04,6.55723e+13,1.47581e+11,9.60574e+18
3476.pdb,9.11605e+04,4.39766e+05,1.23635e+04,-6.44656e+03,-4.99484e+04,4.71624e+04,1.54616e+16,7.87608e+15,2.33377e+16
3477.pdb,1.49713e+05,2.78136e+17,7.97311e+03,-7.77544e+03,-1.82613e+04,1.17610e+04,3.38316e+15,3.59385e+10,2.81519e+17
3478.pdb,8.48350e+04,4.78218e+13,7.06232e+03,-7.16444e+03,-2.01681e+04,1.21505e+04,6.88044e+14,3.59909e+09,7.35870e+14
3479.pdb,1.12241e+05,1.86868e+17,6.13048e+03,-8.04034e+03,-1.57873e+04,1.14178e+04,3.59998e+10,2.59293e+08,1.86868e+17
3480.pdb,2.78042e+04,1.28195e+05,6.21145e+03,-4.03901e+03,-2.47510e+04,1.89813e+04,6.24305e+13,1.79756e+13,8.04060e+13
3481.pdb,6.30191e+04,2.62480e+05,7.96332e+03,-7.67995e+03,-3.22748e+04,2.74326e+04,7.60790e+14,3.03821e+14,1.06461e+15
3482.pdb,3.75590e+05,1.55369e+22,1.75244e+04,-2.03899e+04,-2.82890e+04,2.30251e+04,6.42210e+15,8.30917e+15,1.55369e+22
3483.pdb,4.94036e+04,2.54591e+05,8.66896e+03,-5.22418e+03,-3.40751e+04,2.82779e+04,2.94003e+14,8.20180e+13,3.76021e+14
3484.pdb,5.20757e+04,2.06554e+05,7.10138e+03,-2.72241e+03,-3.24933e+04,2.97887e+04,2.41315e+15,2.33095e+15,4.74410e+15
